rpm	power	torque
1000	8.03	55.90
1100	9.13	57.74
1200	10.32	59.85
1300	11.42	61.17
1400	12.63	62.79
1500	13.83	64.19
1600	15.12	65.76
1700	16.35	66.95
1800	17.62	68.15
1900	18.87	69.14
2000	20.24	70.45
2100	21.72	72.00
2200	23.15	73.23
2300	24.61	74.47
2400	26.14	75.81
2500	27.78	77.34
2600	30.19	80.81
2700	32.60	84.03
2800	34.91	86.77
2900	37.31	89.55
3000	39.60	91.89
3100	41.46	93.10
3200	43.43	94.47
3300	45.31	95.56
3400	47.15	96.52
3500	49.01	97.46
3600	50.68	97.99
3700	52.40	98.57
3800	54.15	99.18
3900	55.90	99.76
4000	57.43	99.93
4100	58.91	100.00
4200	60.22	99.80
4300	61.57	99.67
4400	62.96	99.59
4500	64.27	99.41
4600	65.48	99.08
4700	66.68	98.75
4800	67.89	98.44
4900	69.09	98.14
5000	70.30	97.86
5100	71.83	98.03
5200	73.37	98.20
5300	74.90	98.36
5400	76.44	98.52
5500	78.00	98.71
5600	79.50	98.82
5700	81.00	98.91
5800	82.53	99.04
5900	84.00	99.09
6000	85.48	99.16
6100	86.74	98.97
6200	87.90	98.68
6300	89.37	98.73
6400	90.61	98.54
6500	91.89	98.39
6600	92.98	98.06
6700	93.97	97.62
6800	95.06	97.30
6900	96.16	97.00
7000	97.14	96.59
7100	97.79	95.87
7200	98.35	95.08
7300	98.90	94.30
7400	99.45	93.54
7500	100.00	92.80
7600	99.67	91.28
7700	99.23	89.70
7800	98.79	88.15
7900	98.29	86.60
8000	97.80	85.09
8100	96.38	82.82
8200	94.63	80.32
8300	93.10	78.07
8400	91.35	75.70
8500	89.71	73.46
8600	87.04	70.45
8700	84.02	67.22
8800	81.17	64.20
8900	78.31	61.24
9000	75.47	58.36
