rpm	power	torque
1000	10.79	56.04
1100	12.55	59.22
1200	14.30	61.88
1300	16.04	64.04
1400	17.78	65.95
1500	19.57	67.73
1600	21.83	70.83
1700	23.91	73.01
1800	26.09	75.26
1900	28.24	77.16
2000	30.40	78.91
2100	32.88	81.29
2200	35.29	83.27
2300	37.69	85.09
2400	40.10	86.75
2500	42.51	88.28
2600	44.93	89.71
2700	47.45	91.25
2800	49.85	92.43
2900	52.36	93.75
3000	54.70	94.66
3100	57.07	95.58
3200	59.42	96.41
3300	61.78	97.19
3400	64.07	97.84
3500	66.34	98.40
3600	68.53	98.84
3700	70.53	98.97
3800	72.72	99.35
3900	74.68	99.42
4000	76.87	99.78
4100	78.85	99.85
4200	80.82	99.91
4300	82.80	99.97
4400	84.74	99.99
4500	86.67	100.00
4600	88.06	99.39
4700	89.65	99.03
4800	91.07	98.51
4900	92.56	98.07
5000	94.09	97.70
5100	94.93	96.64
5200	95.95	95.80
5300	96.92	94.94
5400	97.80	94.04
5500	98.79	93.25
5600	99.01	91.79
5700	99.23	90.38
5800	99.56	89.12
5900	99.78	87.80
6000	100.00	86.53
6100	98.99	84.25
6200	98.02	82.08
6300	96.92	79.87
6400	95.95	77.84
6500	94.90	75.80
6600	92.78	72.99
6700	90.59	70.20
6800	88.41	67.50
6900	86.22	64.87
7000	83.81	62.16
