rpm	power	torque
1000	10.30	70.46
1100	12.02	74.69
1200	13.63	77.67
1300	15.22	80.06
1400	16.81	82.11
1500	18.40	83.89
1600	20.06	85.74
1700	21.80	87.70
1800	23.41	88.94
1900	25.09	90.29
2000	26.76	91.50
2100	28.22	91.88
2200	29.67	92.23
2300	31.13	92.54
2400	32.61	92.90
2500	34.04	93.10
2600	35.28	92.77
2700	36.51	92.46
2800	37.76	92.20
2900	39.09	92.17
3000	40.22	91.66
3100	40.90	90.21
3200	41.48	88.62
3300	42.16	87.36
3400	42.74	85.95
3500	43.45	84.89
3600	44.66	84.82
3700	45.80	84.64
3800	47.02	84.60
3900	48.25	84.60
4000	49.49	84.59
4100	51.83	86.44
4200	54.08	88.05
4300	56.34	89.58
4400	58.81	91.38
4500	60.95	92.60
4600	62.62	93.08
4700	64.24	93.45
4800	65.83	93.77
4900	67.43	94.09
5000	69.01	94.37
5100	70.78	94.89
5200	72.41	95.21
5300	74.13	95.63
5400	75.81	95.99
5500	77.48	96.32
5600	79.15	96.64
5700	80.80	96.93
5800	82.40	97.13
5900	84.18	97.56
6000	85.79	97.77
6100	87.41	97.97
6200	89.52	98.72
6300	91.32	99.11
6400	93.25	99.63
6500	95.07	100.00
6600	96.13	99.59
6700	97.03	99.02
6800	98.05	98.59
6900	99.06	98.16
7000	100.00	97.68
7100	99.24	95.57
7200	98.33	93.38
7300	97.43	91.25
7400	96.52	89.18
7500	95.60	87.15
7600	93.27	83.91
7700	90.80	80.63
7800	88.38	77.47
7900	85.88	74.33
8000	83.50	71.36
