rpm	power	torque
800	15.00	79.75
900	17.16	81.12
1000	19.48	82.86
1100	21.68	83.85
1200	24.10	85.43
1300	26.31	86.09
1400	28.96	87.98
1500	31.60	89.61
1600	34.03	90.46
1700	36.67	91.75
1800	39.31	92.90
1900	41.96	93.93
2000	44.60	94.86
2100	47.47	96.15
2200	50.11	96.89
2300	52.76	97.57
2400	55.40	98.19
2500	58.04	98.76
2600	60.69	99.29
2700	63.33	99.77
2800	65.83	100.00
2900	68.14	99.94
3000	70.34	99.73
3100	72.59	99.60
3200	74.79	99.42
3300	76.95	99.18
3400	78.82	98.61
3500	80.75	98.13
3600	82.67	97.68
3700	84.55	97.20
3800	86.36	96.67
3900	87.74	95.70
4000	89.06	94.71
4100	90.39	93.77
4200	91.71	92.88
4300	92.96	91.96
4400	93.80	90.68
4500	94.61	89.43
4600	95.38	88.20
4700	96.15	87.02
4800	96.81	85.79
4900	97.47	84.61
5000	98.13	83.48
5100	98.79	82.39
5200	99.43	81.33
5300	100.00	80.26
5400	99.25	78.18
5500	98.46	76.15
5600	97.59	74.13
5700	96.71	72.17
5800	95.83	70.28
5900	93.86	67.66
6000	91.87	65.13
6100	89.67	62.53
6200	87.68	60.15
6300	85.48	57.71
