rpm	power	torque
1000	6.09	46.29
1100	7.26	50.12
1200	8.35	52.84
1300	9.25	54.05
1400	10.35	56.17
1500	11.43	57.86
1600	12.85	61.02
1700	14.17	63.31
1800	15.55	65.62
1900	16.86	67.41
2000	18.06	68.60
2100	19.16	69.31
2200	20.26	69.97
2300	21.44	70.82
2400	22.47	71.11
2500	23.49	71.36
2600	24.67	72.07
2700	25.58	71.97
2800	26.87	72.90
2900	27.76	72.72
3000	28.85	73.06
3100	30.17	73.93
3200	31.48	74.71
3300	32.79	75.47
3400	33.90	75.73
3500	35.16	76.31
3600	36.42	76.85
3700	37.52	77.02
3800	38.72	77.40
3900	39.99	77.89
4000	41.19	78.22
4100	43.16	79.96
4200	45.02	81.42
4300	46.99	83.01
4400	48.96	84.53
4500	50.83	85.79
4600	52.71	87.04
4700	54.53	88.13
4800	56.40	89.25
4900	58.16	90.16
5000	59.91	91.02
5100	61.89	92.18
5200	63.74	93.11
5300	65.72	94.18
5400	67.58	95.06
5500	69.58	96.09
5600	71.41	96.86
5700	73.27	97.64
5800	75.24	98.54
5900	77.10	99.27
6000	78.96	99.97
6100	80.28	99.96
6200	81.59	99.95
6300	82.90	99.95
6400	84.21	99.94
6500	85.57	100.00
6600	86.83	99.93
6700	88.14	99.92
6800	89.45	99.92
6900	90.75	99.91
7000	91.96	99.79
7100	92.73	99.20
7200	93.27	98.40
7300	93.93	97.73
7400	94.58	97.09
7500	95.15	96.37
7600	96.11	96.06
7700	97.06	95.75
7800	98.02	95.45
7900	98.90	95.09
8000	99.83	94.79
8100	100.00	93.78
8200	100.00	92.63
8300	100.00	91.52
8400	99.89	90.33
8500	99.81	89.19
8600	99.52	87.90
8700	98.90	86.35
8800	98.56	85.07
8900	98.02	83.66
9000	97.47	82.26
