rpm	power	torque
1000	9.05	45.30
1100	11.04	50.22
1200	12.94	53.99
1300	14.90	57.35
1400	16.84	60.20
1500	18.72	62.46
1600	20.97	65.60
1700	23.23	68.40
1800	25.61	71.20
1900	27.91	73.53
2000	30.15	75.46
2100	32.62	77.74
2200	35.06	79.77
2300	37.56	81.74
2400	40.06	83.55
2500	42.45	84.99
2600	45.06	86.74
2700	47.51	88.07
2800	49.97	89.33
2900	52.44	90.50
3000	54.90	91.60
3100	57.36	92.62
3200	59.83	93.58
3300	62.33	94.54
3400	64.75	95.33
3500	67.22	96.13
3600	69.39	96.47
3700	71.81	97.15
3800	74.06	97.55
3900	76.33	97.96
4000	78.70	98.47
4100	80.90	98.76
4200	83.14	99.08
4300	85.33	99.33
4400	87.62	99.68
4500	89.85	99.93
4600	91.83	99.92
4700	93.82	99.91
4800	95.84	99.94
4900	97.90	100.00
5000	99.89	99.99
5100	100.00	98.14
5200	100.00	96.25
5300	100.00	94.44
5400	100.00	92.69
5500	100.00	91.00
5600	98.82	88.32
5700	97.56	85.67
5800	96.25	83.06
5900	94.92	80.53
6000	93.75	78.20
