rpm	power	torque
1000	7.28	46.59
1100	9.37	54.57
1200	11.36	60.62
1300	13.46	66.27
1400	15.44	70.62
1500	17.55	74.90
1600	20.31	81.26
1700	23.08	86.92
1800	25.83	91.86
1900	28.59	96.33
2000	31.13	99.64
2100	32.76	99.89
2200	34.22	99.58
2300	35.77	99.56
2400	37.49	100.00
2500	38.86	99.52
2600	40.57	99.91
2700	42.12	99.87
2800	43.58	99.65
2900	45.24	99.87
3000	46.67	99.60
3100	48.29	99.73
3200	49.91	99.86
3300	51.46	99.83
3400	52.96	99.73
3500	54.58	99.83
3600	56.10	99.76
3700	57.71	99.86
3800	59.19	99.73
3900	60.74	99.71
4000	62.29	99.71
4100	63.89	99.77
4200	65.43	99.75
4300	67.09	99.89
4400	68.58	99.79
4500	70.07	99.69
4600	71.79	99.91
4700	73.21	99.72
4800	74.82	99.79
4900	76.43	99.86
5000	77.95	99.81
5100	79.52	99.83
5200	81.07	99.81
5300	82.62	99.80
5400	84.16	99.78
5500	85.67	99.72
5600	87.26	99.76
5700	88.72	99.66
5800	90.41	99.80
5900	91.92	99.75
6000	93.55	99.83
6100	94.82	99.52
6200	96.10	99.23
6300	97.24	98.82
6400	98.55	98.58
6500	99.78	98.28
6600	100.00	97.01
6700	100.00	95.56
6800	100.00	94.15
6900	100.00	92.79
7000	99.90	91.37
7100	96.50	87.02
7200	92.74	82.46
7300	88.98	78.04
7400	85.12	73.65
7500	81.22	69.33
