rpm	power	torque
1000	10.41	59.34
1100	12.31	63.79
1200	14.18	67.32
1300	16.04	70.31
1400	17.87	72.75
1500	19.84	75.36
1600	22.02	78.44
1700	24.21	81.15
1800	26.45	83.74
1900	28.80	86.38
2000	30.99	88.28
2100	33.17	90.01
2200	35.36	91.58
2300	37.54	93.01
2400	39.73	94.33
2500	41.91	95.53
2600	44.10	96.65
2700	46.19	97.48
2800	48.25	98.19
2900	50.28	98.79
3000	52.40	99.53
3100	54.19	99.61
3200	56.05	99.82
3300	57.86	99.91
3400	59.60	99.89
3500	61.42	100.00
3600	63.07	99.82
3700	64.71	99.65
3800	66.35	99.50
3900	67.89	99.19
4000	69.53	99.04
4100	71.38	99.21
4200	73.13	99.21
4300	74.87	99.22
4400	76.65	99.26
4500	78.40	99.28
4600	80.11	99.24
4700	81.69	99.04
4800	83.38	98.98
4900	85.08	98.94
5000	86.73	98.84
5100	88.29	98.65
5200	89.79	98.39
5300	91.32	98.19
5400	92.86	97.98
5500	94.28	97.68
5600	95.48	97.16
5700	96.59	96.56
5800	97.78	96.06
5900	98.87	95.49
6000	100.00	94.97
6100	99.49	92.94
6200	98.84	90.84
6300	98.19	88.81
6400	97.54	86.84
6500	96.92	84.96
6600	92.73	80.06
6700	88.14	74.96
6800	83.55	70.01
6900	78.96	65.21
7000	74.26	60.45
