rpm	power	torque
1000	11.26	65.55
1100	12.76	67.56
1200	14.20	68.89
1300	15.74	70.48
1400	17.17	71.40
1500	18.71	72.63
1600	20.58	74.90
1700	22.36	76.57
1800	24.12	78.02
1900	25.98	79.61
2000	27.85	81.08
2100	29.63	82.15
2200	31.59	83.62
2300	33.38	84.50
2400	35.34	85.73
2500	37.12	86.46
2600	39.11	87.58
2700	41.09	88.62
2800	43.08	89.58
2900	45.03	90.40
3000	46.97	91.16
3100	49.25	92.50
3200	51.45	93.62
3300	53.65	94.67
3400	56.08	96.03
3500	58.28	96.96
3600	60.33	97.58
3700	62.47	98.30
3800	64.58	98.95
3900	66.65	99.51
4000	68.70	100.00
4100	70.02	99.44
4200	71.45	99.06
4300	72.77	98.54
4400	74.09	98.05
4500	75.48	97.66
4600	76.85	97.27
4700	78.28	96.98
4800	79.67	96.64
4900	81.03	96.29
5000	82.40	95.95
5100	83.57	95.41
5200	84.42	94.52
5300	85.66	94.11
5400	86.65	93.43
5500	87.68	92.82
5600	88.97	92.50
5700	90.29	92.23
5800	91.61	91.97
5900	92.93	91.71
6000	94.23	91.44
6100	95.36	91.02
6200	96.57	90.69
6300	97.67	90.27
6400	98.88	89.96
6500	100.00	89.58
6600	99.69	87.94
6700	99.24	86.25
6800	98.80	84.60
6900	98.36	83.00
7000	98.02	81.53
7100	96.71	79.31
7200	95.38	77.14
7300	94.06	75.03
7400	92.63	72.89
7500	91.20	70.80
