rpm	power	torque
1000	13.00	53.85
1100	15.56	58.63
1200	17.98	62.09
1300	20.37	64.93
1400	22.83	67.56
1500	25.35	70.03
1600	28.29	73.25
1700	31.33	76.37
1800	34.26	78.88
1900	37.31	81.36
2000	40.24	83.37
2100	43.40	85.63
2200	46.44	87.47
2300	49.50	89.18
2400	52.64	90.88
2500	55.68	92.29
2600	59.07	94.14
2700	62.54	95.98
2800	65.81	97.38
2900	69.18	98.85
3000	72.40	100.00
3100	74.53	99.62
3200	76.55	99.12
3300	78.49	98.56
3400	80.66	98.30
3500	82.60	97.79
3600	84.36	97.10
3700	86.07	96.39
3800	87.88	95.82
3900	89.65	95.25
4000	91.30	94.58
4100	92.51	93.49
4200	93.83	92.57
4300	95.06	91.60
4400	96.26	90.65
4500	97.60	89.87
4600	98.19	88.44
4700	98.57	86.90
4800	99.03	85.48
4900	99.56	84.19
5000	100.00	82.87
5100	97.78	79.45
5200	95.66	76.22
5300	93.42	73.04
5400	91.17	69.96
5500	88.83	66.92
5600	84.45	62.49
5700	79.94	58.11
5800	75.36	53.84
5900	70.78	49.71
6000	66.41	45.86
