rpm	power	torque
1000	5.28	34.97
1100	6.44	38.72
1200	7.59	41.85
1300	8.55	43.54
1400	9.68	45.76
1500	10.91	48.16
1600	12.52	51.80
1700	14.22	55.38
1800	15.93	58.56
1900	17.51	61.00
2000	19.14	63.35
2100	21.36	67.33
2200	23.39	70.38
2300	25.43	73.17
2400	27.48	75.79
2500	29.54	78.21
2600	31.96	81.37
2700	34.22	83.87
2800	36.59	86.50
2900	38.94	88.87
3000	41.15	90.78
3100	43.23	92.29
3200	45.26	93.62
3300	47.40	95.07
3400	49.38	96.12
3500	51.35	97.11
3600	53.28	97.95
3700	55.09	98.54
3800	56.90	99.10
3900	58.71	99.64
4000	60.44	100.00
4100	61.90	99.92
4200	63.38	99.87
4300	64.79	99.73
4400	66.14	99.49
4500	67.49	99.27
4600	68.75	98.92
4700	69.96	98.52
4800	71.11	98.06
4900	72.43	97.83
5000	73.65	97.49
5100	74.68	96.92
5200	75.74	96.40
5300	76.83	95.94
5400	77.97	95.56
5500	78.97	95.03
5600	80.09	94.66
5700	81.02	94.08
5800	82.13	93.72
5900	83.25	93.39
6000	84.27	92.96
6100	85.37	92.62
6200	86.30	92.13
6300	87.23	91.64
6400	88.29	91.30
6500	89.28	90.91
6600	90.24	90.49
6700	90.95	89.85
6800	91.88	89.43
6900	92.82	89.03
7000	93.68	88.58
7100	94.45	88.05
7200	95.11	87.43
7300	95.77	86.83
7400	96.43	86.25
7500	97.20	85.77
7600	97.55	84.96
7700	98.20	84.40
7800	98.60	83.66
7900	99.06	82.99
8000	99.52	82.33
8100	99.52	81.32
8200	99.52	80.32
8300	99.52	79.36
8400	99.52	78.41
8500	99.63	77.57
8600	99.74	76.76
8700	99.74	75.87
8800	99.85	75.10
8900	99.85	74.25
9000	100.00	73.54
9100	99.52	72.38
9200	98.86	71.12
9300	98.18	69.87
9400	97.54	68.67
9500	96.82	67.45
9600	95.47	65.82
9700	93.68	63.92
