rpm	power	torque
1000	25.12	77.94
1100	28.86	81.42
1200	32.76	84.70
1300	36.54	87.21
1400	40.43	89.60
1500	44.20	91.42
1600	48.10	93.28
1700	51.88	94.70
1800	55.67	95.96
1900	59.56	97.26
2000	63.34	98.27
2100	67.12	99.17
2200	70.90	100.00
2300	74.02	99.86
2400	77.15	99.74
2500	80.20	99.54
2600	82.51	98.47
2700	84.71	97.35
2800	87.07	96.48
2900	89.12	95.36
3000	91.42	94.55
3100	92.85	92.94
3200	94.31	91.44
3300	95.71	89.99
3400	97.14	88.65
3500	98.61	87.42
3600	100.00	86.19
3700	97.68	81.91
3800	95.10	77.66
3900	92.53	73.62
4000	89.88	69.72
4100	85.34	64.59
4200	81.08	59.90
