rpm	power	torque
1000	6.46	42.87
1100	7.23	43.59
1200	8.11	44.83
1300	9.03	46.10
1400	9.91	46.98
1500	10.80	47.79
1600	11.86	49.19
1700	13.00	50.73
1800	13.98	51.54
1900	14.98	52.31
2000	16.10	53.41
2100	17.38	54.91
2200	18.66	56.27
2300	19.72	56.88
2400	20.99	58.05
2500	22.16	58.83
2600	23.77	60.68
2700	25.30	62.18
2800	26.77	63.45
2900	28.27	64.69
3000	29.77	65.85
3100	31.49	67.42
3200	33.32	69.10
3300	35.15	70.68
3400	36.87	71.96
3500	38.61	73.21
3600	40.64	74.91
3700	42.69	76.57
3800	44.63	77.94
3900	46.68	79.43
4000	48.62	80.66
4100	50.67	82.01
4200	52.83	83.47
4300	54.88	84.70
4400	56.93	85.86
4500	58.98	86.98
4600	61.25	88.36
4700	63.53	89.69
4800	65.80	90.96
4900	68.07	92.18
5000	70.30	93.30
5100	72.39	94.19
5200	74.55	95.13
5300	76.71	96.04
5400	78.87	96.92
5500	81.03	97.76
5600	82.86	98.18
5700	84.69	98.59
5800	86.63	99.11
5900	88.37	99.39
6000	90.42	100.00
6100	91.41	99.44
6200	92.29	98.78
6300	93.26	98.24
6400	94.23	97.71
6500	95.14	97.13
6600	95.81	96.33
6700	96.48	95.55
6800	97.01	94.67
6900	97.58	93.84
7000	98.29	93.18
7100	98.60	92.16
7200	98.90	91.15
7300	99.23	90.20
7400	99.56	89.28
7500	99.78	88.28
7600	99.89	87.22
7700	99.89	86.08
7800	99.89	84.98
7900	99.89	83.91
8000	100.00	82.95
8100	98.90	81.02
8200	97.76	79.11
8300	96.48	77.13
