rpm	power	torque
1000	10.14	70.54
1100	11.07	70.02
1200	12.22	70.87
1300	13.37	71.58
1400	14.52	72.20
1500	15.64	72.58
1600	16.83	73.19
1700	18.07	73.96
1800	19.17	74.11
1900	20.49	75.06
2000	21.66	75.36
2100	22.91	75.94
2200	24.24	76.67
2300	25.55	77.32
2400	26.88	77.95
2500	28.14	78.34
2600	29.67	79.42
2700	31.26	80.58
2800	32.83	81.60
2900	34.23	82.14
3000	35.87	83.21
3100	37.63	84.49
3200	39.33	85.54
3300	41.04	86.55
3400	42.69	87.38
3500	44.37	88.22
3600	46.26	89.42
3700	48.07	90.42
3800	49.95	91.48
3900	51.81	92.45
4000	53.53	93.13
4100	55.43	94.09
4200	57.32	94.98
4300	59.17	95.76
4400	60.98	96.46
4500	62.80	97.12
4600	64.61	97.75
4700	66.42	98.35
4800	68.23	98.93
4900	70.06	99.50
5000	71.84	100.00
5100	73.15	99.82
5200	74.47	99.67
5300	75.79	99.53
5400	77.12	99.39
5500	78.36	99.15
5600	79.54	98.85
5700	80.64	98.46
5800	81.85	98.21
5900	83.07	97.98
6000	84.28	97.75
6100	85.27	97.28
6200	86.32	96.89
6300	87.50	96.66
6400	88.57	96.32
6500	89.74	96.08
6600	90.78	95.72
6700	91.89	95.44
6800	93.04	95.22
6900	94.30	95.12
7000	95.48	94.93
7100	96.29	94.38
7200	97.20	93.96
7300	98.14	93.56
7400	98.93	93.04
7500	100.00	92.79
7600	98.93	90.59
7700	97.68	88.29
7800	96.45	86.05
7900	95.21	83.87
8000	93.94	81.72
