rpm	power	torque
1500	16.08	54.82
1600	17.74	56.70
1700	19.33	58.14
1800	21.06	59.84
1900	22.73	61.17
2000	24.54	62.73
2100	26.57	64.68
2200	28.81	66.97
2300	30.84	68.57
2400	32.87	70.03
2500	35.12	71.83
2600	37.75	74.24
2700	40.27	76.27
2800	42.96	78.45
2900	45.54	80.29
3000	48.10	81.98
3100	50.99	84.10
3200	53.82	86.00
3300	56.73	87.90
3400	59.56	89.58
3500	62.32	91.05
3600	65.34	92.81
3700	68.36	94.47
3800	71.27	95.89
3900	74.17	97.25
4000	77.00	98.43
4100	79.22	98.80
4200	81.47	99.18
4300	83.71	99.55
4400	85.96	99.90
4500	88.01	100.00
4600	89.33	99.30
4700	90.14	98.07
4800	91.16	97.11
4900	92.17	96.18
5000	93.08	95.19
5100	93.63	93.87
5200	94.07	92.50
5300	94.51	91.18
5400	94.95	89.90
5500	95.49	88.78
5600	95.82	87.50
5700	96.22	86.32
5800	96.57	85.14
5900	96.92	84.00
6000	97.28	82.91
6100	97.36	81.61
6200	97.58	80.48
6300	97.58	79.20
6400	97.71	78.07
6500	97.85	76.97
6600	97.80	75.77
6700	98.01	74.80
6800	98.02	73.71
6900	98.02	72.64
7000	98.13	71.68
7100	98.46	70.91
7200	98.90	70.24
7300	99.23	69.51
7400	99.56	68.79
7500	100.00	68.18
7600	98.91	66.54
7700	97.78	64.93
7800	96.55	63.29
7900	95.43	61.76
8000	94.21	60.21
8100	91.74	57.91
8200	89.16	55.60
8300	86.52	53.30
8400	83.90	51.07
8500	81.21	48.85
