rpm	power	torque
1000	8.57	46.82
1100	9.84	48.87
1200	11.00	50.08
1300	12.16	51.11
1400	13.41	52.31
1500	14.60	53.14
1600	16.13	55.05
1700	17.68	56.80
1800	19.18	58.19
1900	20.67	59.41
2000	22.22	60.69
2100	23.98	62.36
2200	25.80	64.05
2300	27.62	65.58
2400	29.44	66.99
2500	31.19	68.15
2600	33.63	70.64
2700	36.00	72.82
2800	38.37	74.84
2900	40.70	76.65
3000	42.94	78.17
3100	45.78	80.66
3200	48.54	82.85
3300	51.30	84.91
3400	54.06	86.85
3500	56.72	88.51
3600	59.37	90.07
3700	62.13	91.71
3800	64.67	92.95
3900	67.21	94.13
4000	69.88	95.42
4100	72.29	96.30
4200	74.61	97.03
4300	76.93	97.72
4400	79.26	98.38
4500	81.65	99.11
4600	83.68	99.36
4700	85.78	99.69
4800	87.88	100.00
4900	89.58	99.86
5000	90.94	99.34
5100	92.43	98.98
5200	94.03	98.76
5300	95.52	98.43
5400	97.01	98.12
5500	98.58	97.90
5600	98.91	96.47
5700	99.13	94.99
5800	99.45	93.65
5900	99.73	92.33
6000	100.00	91.03
6100	99.17	88.79
6200	98.25	86.55
6300	97.37	84.42
6400	96.46	82.32
6500	95.52	80.26
6600	93.65	77.50
6700	91.44	74.54
