rpm	power	torque
1000	10.46	44.99
1100	12.41	48.50
1200	14.61	52.35
1300	16.74	55.38
1400	18.97	58.28
1500	21.23	60.88
1600	23.89	64.21
1700	26.70	67.55
1800	29.42	70.28
1900	32.15	72.76
2000	34.76	74.74
2100	38.00	77.82
2200	41.15	80.45
2300	44.20	82.64
2400	47.35	84.85
2500	50.40	86.69
2600	53.77	88.94
2700	57.15	91.02
2800	60.63	93.12
2900	63.90	94.76
3000	67.29	96.46
3100	70.20	97.39
3200	72.92	97.99
3300	75.81	98.79
3400	78.56	99.37
3500	81.39	100.00
3600	83.11	99.28
3700	84.87	98.64
3800	86.56	97.95
3900	88.33	97.39
4000	90.11	96.88
4100	91.18	95.64
4200	92.29	94.50
4300	93.39	93.40
4400	94.49	92.35
4500	95.62	91.38
4600	96.26	89.99
4700	96.70	88.47
4800	97.25	87.13
4900	97.80	85.83
5000	98.33	84.57
5100	98.68	83.21
5200	98.95	81.83
5300	99.34	80.60
5400	99.56	79.29
5500	100.00	78.19
5600	98.46	75.61
5700	96.70	72.95
5800	94.93	70.39
5900	93.24	67.96
6000	91.41	65.52
