rpm	power	torque
1000	7.27	40.18
1100	9.02	45.31
1200	10.35	47.69
1300	11.85	50.39
1400	13.38	52.82
1500	14.94	55.07
1600	16.70	57.69
1700	18.56	60.36
1800	20.26	62.24
1900	22.11	64.34
2000	24.01	66.36
2100	26.82	70.60
2200	29.47	74.06
2300	32.30	77.63
2400	35.04	80.70
2500	37.78	83.53
2600	40.40	85.91
2700	43.03	88.11
2800	45.66	90.15
2900	48.21	91.90
3000	50.73	93.49
3100	53.00	94.51
3200	55.35	95.61
3300	57.59	96.48
3400	59.85	97.31
3500	62.00	97.93
3600	64.16	98.52
3700	66.12	98.79
3800	68.31	99.38
3900	70.49	99.92
4000	72.36	100.00
4100	74.01	99.79
4200	75.74	99.69
4300	77.27	99.34
4400	79.02	99.28
4500	80.51	98.90
4600	82.16	98.74
4700	83.82	98.59
4800	85.46	98.43
4900	86.89	98.03
5000	88.69	98.06
5100	90.15	97.71
5200	91.63	97.41
5300	93.08	97.08
5400	94.61	96.86
5500	96.15	96.64
5600	96.80	95.56
5700	97.45	94.51
5800	98.19	93.59
5900	98.84	92.61
6000	99.45	91.63
6100	99.56	90.23
6200	99.67	88.87
6300	99.78	87.56
6400	99.89	86.28
6500	100.00	85.05
6600	97.41	81.59
6700	94.56	78.02
6800	91.81	74.64
6900	88.86	71.19
7000	85.98	67.90
