rpm	power	torque
1000	11.67	44.97
1100	13.83	48.42
1200	15.92	51.10
1300	18.13	53.72
1400	20.27	55.78
1500	22.54	57.89
1600	25.25	60.78
1700	28.13	63.73
1800	30.98	66.30
1900	33.69	68.31
2000	36.68	70.65
2100	40.08	73.52
2200	43.44	76.07
2300	46.81	78.39
2400	50.17	80.52
2500	53.53	82.49
2600	57.26	84.84
2700	60.92	86.92
2800	64.61	88.89
2900	68.31	90.73
3000	71.93	92.37
3100	75.71	94.08
3200	79.60	95.82
3300	83.30	97.24
3400	87.05	98.62
3500	90.86	100.00
3600	91.85	98.28
3700	92.95	96.77
3800	93.95	95.24
3900	94.93	93.77
4000	96.04	92.48
4100	96.48	90.64
4200	96.92	88.89
4300	97.36	87.22
4400	97.80	85.62
4500	98.24	84.09
4600	98.46	82.45
4700	98.57	80.79
4800	98.70	79.21
4900	98.90	77.75
5000	99.03	76.30
5100	99.12	74.87
5200	99.23	73.51
5300	99.23	72.12
5400	99.23	70.79
5500	99.34	69.58
5600	99.56	68.48
5700	99.56	67.28
5800	99.78	66.27
5900	99.89	65.22
6000	100.00	64.20
6100	99.56	62.87
6200	99.05	61.54
