rpm	power	torque
1500	14.77	73.53
1600	16.05	74.87
1700	17.21	75.57
1800	18.30	75.90
1900	19.63	77.11
2000	20.67	77.15
2100	21.89	77.82
2200	23.12	78.43
2300	24.26	78.73
2400	25.36	78.88
2500	26.56	79.32
2600	28.00	80.41
2700	29.17	80.65
2800	30.45	81.19
2900	31.71	81.64
3000	32.99	82.09
3100	34.18	82.30
3200	35.53	82.89
3300	36.79	83.22
3400	38.08	83.61
3500	39.35	83.92
3600	40.74	84.47
3700	42.12	84.99
3800	43.57	85.59
3900	45.00	86.13
4000	46.34	86.49
4100	48.09	87.57
4200	49.78	88.48
4300	51.45	89.31
4400	53.24	90.32
4500	54.88	91.05
4600	56.55	91.77
4700	58.16	92.37
4800	59.77	92.95
4900	61.43	93.59
5000	62.98	94.04
5100	64.76	94.79
5200	66.42	95.36
5300	68.11	95.93
5400	69.83	96.53
5500	71.53	97.08
5600	73.30	97.71
5700	75.07	98.32
5800	76.85	98.91
5900	78.62	99.47
6000	80.37	100.00
6100	81.49	99.73
6200	82.62	99.48
6300	83.79	99.29
6400	84.85	98.97
6500	85.89	98.64
6600	86.76	98.13
6700	87.65	97.66
6800	88.42	97.07
6900	89.31	96.62
7000	90.30	96.30
7100	91.20	95.89
7200	92.30	95.70
7300	93.27	95.38
7400	94.38	95.21
7500	95.46	95.01
7600	96.36	94.65
7700	97.24	94.28
7800	98.22	94.00
7900	99.01	93.56
8000	100.00	93.31
8100	99.01	91.25
8200	97.77	89.00
8300	96.67	86.95
8400	95.48	84.85
8500	94.21	82.74
8600	89.52	77.70
8700	84.19	72.23
8800	79.10	67.10
8900	73.95	62.03
9000	68.43	56.76
