rpm	power	torque
1000	6.04	38.10
1100	7.17	41.07
1200	8.29	43.55
1300	9.34	45.29
1400	10.40	46.83
1500	11.52	48.43
1600	12.92	50.91
1700	14.32	53.10
1800	15.72	55.05
1900	17.12	56.79
2000	18.52	58.36
2100	20.60	61.84
2200	22.55	64.61
2300	24.50	67.14
2400	26.44	69.45
2500	28.39	71.59
2600	30.87	74.85
2700	33.12	77.32
2800	35.37	79.62
2900	37.61	81.76
3000	39.92	83.87
3100	42.11	85.62
3200	44.35	87.37
3300	46.33	88.49
3400	48.57	90.05
3500	50.62	91.16
3600	52.70	92.28
3700	54.77	93.30
3800	56.74	94.12
3900	58.71	94.89
4000	60.77	95.76
4100	62.65	96.33
4200	64.63	96.99
4300	66.47	97.44
4400	68.30	97.84
4500	70.19	98.32
4600	71.90	98.53
4700	73.58	98.68
4800	75.36	98.97
4900	77.06	99.13
5000	78.71	99.23
5100	80.41	99.38
5200	82.08	99.50
5300	83.75	99.61
5400	85.43	99.72
5500	87.10	99.82
5600	88.67	99.81
5700	90.31	99.87
5800	91.84	99.82
5900	93.49	99.88
6000	95.19	100.00
6100	95.88	99.08
6200	96.47	98.08
6300	97.19	97.24
6400	97.80	96.33
6500	98.49	95.51
6600	98.63	94.20
6700	98.90	93.05
6800	99.04	91.81
6900	99.18	90.60
7000	99.07	89.21
7100	99.48	88.32
7200	99.45	87.07
7300	99.49	85.91
7400	99.65	84.89
7500	99.63	83.74
7600	99.73	82.71
7700	99.73	81.64
7800	99.86	80.70
7900	100.00	79.79
8000	100.00	78.79
8100	99.73	77.61
8200	99.45	76.45
8300	99.18	75.32
8400	98.90	74.22
8500	98.63	73.14
8600	98.08	71.89
8700	97.53	70.66
8800	97.12	69.56
