rpm	power	torque
1000	14.32	78.04
1100	16.58	82.11
1200	18.83	85.50
1300	21.09	88.37
1400	23.23	90.40
1500	25.48	92.56
1600	27.74	94.45
1700	29.99	96.12
1800	32.25	97.60
1900	34.50	98.93
2000	36.64	99.82
2100	38.46	99.77
2200	40.38	100.00
2300	42.09	99.69
2400	43.99	99.85
2500	45.82	99.85
2600	47.56	99.66
2700	49.35	99.58
2800	51.25	99.72
2900	53.04	99.64
3000	54.82	99.56
3100	56.72	99.69
3200	58.51	99.62
3300	60.22	99.42
3400	62.14	99.57
3500	63.80	99.31
3600	65.66	99.37
3700	67.58	99.51
3800	69.28	99.33
3900	71.14	99.38
4000	72.93	99.33
4100	74.72	99.29
4200	76.54	99.28
4300	78.40	99.33
4400	80.16	99.26
4500	81.87	99.12
4600	83.77	99.21
4700	85.60	99.23
4800	87.42	99.22
4900	89.34	99.33
5000	91.12	99.29
5100	92.86	99.20
5200	94.60	99.12
5300	96.48	99.18
5400	98.29	99.17
5500	100.00	99.06
5600	99.83	97.12
5700	99.61	95.20
5800	99.39	93.36
5900	98.95	91.37
6000	98.84	89.74
6100	98.28	87.78
6200	97.62	85.78
6300	97.18	84.04
6400	96.63	82.26
6500	96.08	80.53
6600	95.46	78.80
6700	94.98	77.23
6800	94.32	75.57
6900	93.66	73.95
7000	93.03	72.40
7100	91.69	70.35
7200	90.35	68.37
7300	89.03	66.44
7400	87.71	64.57
7500	86.29	62.68
7600	84.39	60.50
7700	82.49	58.37
7800	80.54	56.25
7900	78.61	54.21
8000	76.58	52.15
