rpm	power	torque
1000	13.22	77.75
1100	14.96	80.03
1200	16.71	81.93
1300	18.28	82.74
1400	19.99	83.99
1500	21.66	84.95
1600	23.52	86.50
1700	25.45	88.07
1800	27.25	89.08
1900	29.16	90.30
2000	30.91	90.93
2100	32.60	91.33
2200	34.16	91.36
2300	35.71	91.35
2400	37.44	91.79
2500	38.99	91.75
2600	40.51	91.68
2700	42.04	91.61
2800	43.57	91.55
2900	45.01	91.32
3000	46.51	91.22
3100	48.02	91.13
3200	49.34	90.71
3300	50.88	90.71
3400	52.29	90.48
3500	53.71	90.28
3600	55.79	91.17
3700	57.84	91.97
3800	59.82	92.61
3900	61.89	93.37
4000	63.77	93.79
4100	65.96	94.65
4200	68.05	95.32
4300	70.33	96.23
4400	72.44	96.86
4500	74.56	97.48
4600	76.67	98.07
4700	78.80	98.64
4800	80.94	99.21
4900	82.91	99.55
5000	84.99	100.00
5100	86.40	99.67
5200	87.89	99.44
5300	89.54	99.39
5400	90.76	98.89
5500	92.29	98.72
5600	93.39	98.12
5700	94.46	97.50
5800	95.59	96.97
5900	96.70	96.42
6000	97.76	95.86
6100	98.24	94.75
6200	98.68	93.64
6300	99.12	92.56
6400	99.56	91.52
6500	100.00	90.51
6600	99.72	88.89
6700	99.34	87.23
6800	98.90	85.57
6900	98.68	84.14
7000	98.31	82.63
