rpm	power	torque
1000	11.23	64.98
1100	12.34	64.88
1200	13.88	66.89
1300	15.21	67.67
1400	16.64	68.74
1500	18.08	69.71
1600	19.84	71.74
1700	21.61	73.53
1800	23.38	75.11
1900	25.13	76.49
2000	26.91	77.81
2100	28.89	79.58
2200	30.88	81.18
2300	33.06	83.15
2400	35.07	84.52
2500	36.95	85.48
2600	39.12	87.04
2700	41.14	88.13
2800	43.23	89.31
2900	45.33	90.41
3000	47.35	91.29
3100	49.82	92.95
3200	52.17	94.29
3300	54.37	95.30
3400	56.69	96.44
3500	59.01	97.51
3600	60.99	98.00
3700	63.09	98.62
3800	65.14	99.15
3900	67.23	99.71
4000	69.15	100.00
4100	70.81	99.90
4200	72.36	99.65
4300	73.90	99.41
4400	75.45	99.18
4500	77.04	99.03
4600	78.54	98.75
4700	80.02	98.48
4800	81.41	98.10
4900	82.95	97.92
5000	84.39	97.62
5100	85.86	97.38
5200	87.49	97.32
5300	88.91	97.03
5400	90.46	96.89
5500	91.96	96.71
5600	93.36	96.43
5700	94.79	96.19
5800	96.20	95.93
5900	97.58	95.66
6000	98.98	95.42
6100	99.23	94.09
6200	99.45	92.78
6300	99.56	91.41
6400	99.78	90.18
6500	100.00	88.99
6600	99.13	86.88
6700	98.14	84.73
6800	97.14	82.63
6900	96.26	80.69
7000	95.05	78.54
7100	93.62	76.27
7200	91.86	73.80
7300	90.20	71.47
7400	88.55	69.21
7500	86.86	66.99
