rpm	power	torque
1000	10.69	58.84
1100	13.45	67.30
1200	16.21	74.34
1300	18.86	79.84
1400	21.52	84.58
1500	24.17	88.66
1600	26.70	91.82
1700	29.13	94.28
1800	31.56	96.47
1900	33.99	98.43
2000	36.31	99.89
2100	38.17	100.00
2200	39.95	99.92
2300	41.72	99.81
2400	43.49	99.70
2500	45.34	99.79
2600	47.22	99.92
2700	48.98	99.82
2800	50.78	99.78
2900	52.55	99.69
3000	54.31	99.61
3100	56.15	99.67
3200	58.03	99.78
3300	59.84	99.77
3400	61.67	99.80
3500	63.48	99.80
3600	65.31	99.83
3700	67.13	99.82
3800	68.89	99.75
3900	70.66	99.69
4000	72.44	99.64
4100	74.36	99.80
4200	76.13	99.73
4300	77.95	99.75
4400	79.72	99.69
4500	81.60	99.77
4600	83.30	99.64
4700	85.18	99.72
4800	87.01	99.74
4900	88.71	99.61
5000	90.59	99.68
5100	91.73	98.97
5200	92.83	98.23
5300	93.94	97.52
5400	95.04	96.84
5500	96.22	96.26
5600	96.96	95.27
5700	97.68	94.30
5800	98.35	93.30
5900	99.01	92.33
6000	99.78	91.50
6100	99.89	90.10
6200	99.89	88.65
6300	100.00	87.34
6400	100.00	85.97
6500	100.00	84.65
6600	98.38	82.01
6700	96.71	79.42
6800	94.94	76.82
6900	93.18	74.31
7000	91.42	71.86
7100	88.66	68.71
7200	85.90	65.64
7300	83.03	62.58
7400	80.16	59.60
7500	77.51	56.86
