rpm	power	torque
1000	14.24	43.63
1100	17.20	47.90
1200	20.04	51.18
1300	22.89	53.96
1400	25.74	56.34
1500	28.75	58.74
1600	32.76	62.74
1700	36.74	66.23
1800	40.77	69.41
1900	44.72	72.13
2000	48.79	74.75
2100	54.16	79.03
2200	59.23	82.49
2300	64.44	85.85
2400	69.62	88.90
2500	74.72	91.59
2600	79.45	93.63
2700	84.06	95.40
2800	88.70	97.07
2900	93.40	98.69
3000	97.90	100.00
3100	98.23	97.10
3200	98.45	94.28
3300	98.86	91.80
3400	99.12	89.33
3500	99.45	87.07
3600	99.56	84.74
3700	99.78	82.64
3800	99.78	80.46
3900	99.89	78.48
4000	100.00	76.61
4100	97.59	72.94
4200	95.14	69.42
4300	92.56	65.96
4400	90.11	62.75
4500	87.58	59.64
4600	84.46	56.26
4700	81.31	53.01
4800	78.10	49.86
4900	74.92	46.85
5000	71.52	43.83
