rpm	power	torque
1000	12.00	73.11
1100	14.54	80.51
1200	17.08	86.67
1300	19.61	91.89
1400	22.15	96.36
1500	24.47	99.34
1600	26.23	99.85
1700	27.78	99.51
1800	29.53	99.91
1900	31.18	99.95
2000	32.73	99.66
2100	34.40	99.76
2200	36.12	100.00
2300	37.71	99.85
2400	39.34	99.83
2500	40.88	99.60
2600	42.57	99.70
2700	44.19	99.68
2800	45.88	99.78
2900	47.50	99.75
3000	49.08	99.63
3100	50.73	99.67
3200	52.46	99.84
3300	54.04	99.74
3400	55.77	99.89
3500	57.24	99.61
3600	58.90	99.64
3700	60.62	99.78
3800	62.21	99.70
3900	63.88	99.75
4000	65.41	99.59
4100	67.12	99.71
4200	68.83	99.81
4300	70.43	99.75
4400	72.14	99.85
4500	73.68	99.72
4600	75.28	99.67
4700	77.00	99.77
4800	78.59	99.71
4900	80.31	99.82
5000	81.83	99.67
5100	83.51	99.72
5200	85.16	99.74
5300	86.78	99.72
5400	88.40	99.70
5500	90.27	99.96
5600	91.71	99.74
5700	93.33	99.72
5800	94.93	99.68
5900	96.64	99.76
6000	98.32	99.80
6100	98.65	98.50
6200	98.90	97.15
6300	99.32	96.01
6400	99.56	94.74
6500	100.00	93.70
6600	99.13	91.48
6700	98.04	89.12
6800	97.14	87.00
6900	96.26	84.96
7000	95.05	82.70
7100	93.63	80.31
7200	92.19	77.98
7300	90.75	75.71
7400	89.10	73.33
7500	87.52	71.07
