rpm	power	torque
1000	11.58	70.56
1100	13.18	73.04
1200	14.70	74.66
1300	16.14	75.65
1400	17.67	76.91
1500	19.31	78.45
1600	21.13	80.47
1700	22.87	81.99
1800	24.68	83.54
1900	26.54	85.11
2000	28.33	86.31
2100	30.29	87.90
2200	32.25	89.34
2300	34.22	90.66
2400	36.18	91.87
2500	38.15	92.98
2600	40.12	94.03
2700	42.07	94.96
2800	44.04	95.85
2900	45.92	96.50
3000	47.78	97.06
3100	49.71	97.72
3200	51.67	98.41
3300	53.48	98.75
3400	55.38	99.27
3500	57.27	99.72
3600	58.95	99.79
3700	60.59	99.80
3800	62.14	99.65
3900	63.77	99.65
4000	65.41	99.65
4100	67.05	99.66
4200	68.69	99.67
4300	70.33	99.68
4400	71.98	99.69
4500	73.54	99.59
4600	75.21	99.64
4700	76.90	99.71
4800	78.48	99.64
4900	80.07	99.58
5000	81.75	99.64
5100	83.36	99.60
5200	85.00	99.61
5300	86.64	99.62
5400	88.28	99.63
5500	90.25	100.00
5600	91.56	99.63
5700	93.21	99.65
5800	94.83	99.63
5900	96.38	99.55
6000	98.09	99.63
6100	98.50	98.40
6200	98.94	97.25
6300	99.27	96.02
6400	99.60	94.83
6500	100.00	93.75
6600	98.91	91.32
6700	97.60	88.77
6800	96.28	86.29
6900	94.97	83.88
7000	93.66	81.54
