rpm	power	torque
1000	18.36	83.41
1100	20.26	83.69
1200	22.24	84.19
1300	24.29	84.87
1400	26.31	85.36
1500	28.21	85.44
1600	30.33	86.13
1700	32.35	86.45
1800	34.47	87.00
1900	36.49	87.24
2000	38.61	87.70
2100	40.68	88.01
2200	42.75	88.27
2300	44.78	88.45
2400	46.89	88.75
2500	49.01	89.06
2600	51.15	89.37
2700	53.37	89.80
2800	55.49	90.04
2900	57.73	90.43
3000	59.85	90.63
3100	62.19	91.14
3200	64.54	91.62
3300	66.81	91.98
3400	69.08	92.30
3500	71.35	92.61
3600	74.06	93.46
3700	76.77	94.26
3800	79.48	95.02
3900	82.19	95.73
4000	84.94	96.47
4100	87.83	97.32
4200	90.53	97.92
4300	93.46	98.74
4400	96.17	99.29
4500	99.05	100.00
4600	98.72	97.50
4700	98.50	95.21
4800	98.16	92.90
4900	97.85	90.72
5000	97.52	88.60
5100	98.07	87.35
5200	98.50	86.06
5300	98.94	84.81
5400	99.50	83.71
5500	100.00	82.60
5600	99.64	80.83
5700	99.27	79.12
5800	98.91	77.47
5900	98.50	75.85
6000	97.85	74.08
