rpm	power	torque
1000	9.36	52.59
1100	11.67	59.59
1200	14.07	65.86
1300	16.26	70.25
1400	18.44	74.01
1500	20.81	77.96
1600	23.77	83.45
1700	26.61	87.93
1800	29.51	92.10
1900	32.47	96.00
2000	35.10	98.58
2100	37.06	99.15
2200	38.90	99.33
2300	40.76	99.57
2400	42.63	99.79
2500	44.38	99.74
2600	46.24	99.92
2700	48.00	99.88
2800	49.74	99.79
2900	51.51	99.79
3000	53.27	99.75
3100	55.13	99.91
3200	56.95	99.98
3300	58.69	99.92
3400	60.44	99.87
3500	62.19	99.82
3600	63.94	99.78
3700	65.86	100.00
3800	67.53	99.83
3900	69.38	99.95
4000	71.04	99.77
4100	72.90	99.89
4200	74.64	99.84
4300	76.41	99.83
4400	78.27	99.94
4500	79.99	99.87
4600	81.78	99.88
4700	83.60	99.93
4800	85.29	99.83
4900	87.09	99.86
5000	88.66	99.62
5100	90.37	99.55
5200	91.87	99.26
5300	93.42	99.03
5400	94.93	98.77
5500	96.37	98.43
5600	97.14	97.45
5700	97.89	96.49
5800	98.55	95.45
5900	99.23	94.49
6000	100.00	93.63
6100	98.00	90.25
6200	95.81	86.82
6300	93.67	83.53
6400	91.43	80.26
6500	89.24	77.13
6600	86.17	73.35
6700	83.08	69.67
6800	79.82	65.94
6900	76.63	62.39
7000	73.53	59.01
