rpm	power	torque
1000	8.59	44.50
1100	10.57	49.79
1200	12.33	53.24
1300	14.11	56.22
1400	15.88	58.74
1500	17.97	62.06
1600	20.73	67.11
1700	23.49	71.56
1800	26.13	75.20
1900	28.89	78.76
2000	31.67	82.02
2100	34.52	85.14
2200	37.27	87.76
2300	40.14	90.40
2400	42.90	92.58
2500	45.54	94.37
2600	48.08	95.79
2700	50.51	96.90
2800	53.05	98.13
2900	55.43	99.01
3000	57.86	99.90
3100	59.78	99.88
3200	61.76	99.97
3300	63.70	99.99
3400	65.64	100.00
3500	67.45	99.82
3600	69.49	99.98
3700	71.31	99.83
3800	73.24	99.83
3900	75.23	99.91
4000	77.15	99.91
4100	79.07	99.90
4200	81.01	99.91
4300	82.95	99.93
4400	84.87	99.91
4500	86.81	99.93
4600	88.62	99.79
4700	90.68	99.93
4800	92.66	100.00
4900	94.46	99.86
5000	96.37	99.83
5100	97.14	98.66
5200	97.88	97.50
5300	98.57	96.33
5400	99.23	95.18
5500	100.00	94.18
5600	99.56	92.09
5700	99.01	89.97
5800	98.57	88.03
5900	98.02	86.05
6000	97.58	84.24
6100	96.48	81.93
6200	95.39	79.69
6300	94.27	77.51
6400	93.17	75.41
6500	91.85	73.20
