rpm	power	torque
1000	16.85	71.64
1100	19.17	74.08
1200	21.59	76.49
1300	24.02	78.56
1400	26.45	80.32
1500	28.98	82.15
1600	32.07	85.22
1700	35.06	87.69
1800	38.25	90.34
1900	41.34	92.49
2000	44.22	94.01
2100	47.18	95.52
2200	50.13	96.88
2300	53.03	98.02
2400	55.89	99.01
2500	58.73	99.88
2600	61.16	100.00
2700	63.50	99.99
2800	65.78	99.89
2900	68.14	99.89
3000	70.45	99.85
3100	72.88	99.95
3200	75.20	99.91
3300	77.52	99.86
3400	79.83	99.82
3500	82.15	99.79
3600	83.80	98.97
3700	85.57	98.32
3800	87.13	97.48
3900	88.88	96.89
4000	90.42	96.10
4100	91.63	95.02
4200	92.73	93.87
4300	93.83	92.77
4400	94.93	91.73
4500	96.15	90.84
4600	96.59	89.27
4700	97.14	87.87
4800	97.58	86.43
4900	98.21	85.21
5000	98.68	83.91
5100	98.90	82.44
5200	99.20	81.11
5300	99.54	79.84
5400	99.76	78.54
5500	100.00	77.30
5600	99.78	75.75
5700	99.56	74.26
5800	99.34	72.82
5900	98.90	71.27
6000	98.68	69.92
6100	97.37	67.87
6200	95.83	65.71
6300	94.49	63.77
6400	92.96	61.75
6500	91.78	60.03
