rpm	power	torque
1000	8.81	55.28
1100	10.35	59.05
1200	11.68	61.07
1300	13.01	62.77
1400	14.55	65.21
1500	15.99	66.86
1600	18.09	70.90
1700	20.06	74.02
1800	21.95	76.48
1900	24.04	79.38
2000	26.03	81.64
2100	28.46	85.00
2200	30.88	88.06
2300	33.31	90.85
2400	35.76	93.47
2500	38.08	95.54
2600	40.12	96.80
2700	42.11	97.83
2800	44.06	98.71
2900	45.97	99.43
3000	47.76	99.87
3100	49.42	100.00
3200	50.96	99.90
3300	52.47	99.74
3400	53.97	99.58
3500	55.45	99.38
3600	56.93	99.19
3700	58.47	99.13
3800	59.97	99.00
3900	61.46	98.86
4000	62.95	98.72
4100	64.43	98.58
4200	65.76	98.21
4300	67.19	98.02
4400	68.51	97.68
4500	69.95	97.50
4600	71.38	97.34
4700	72.82	97.20
4800	74.20	96.96
4900	75.70	96.90
5000	77.06	96.68
5100	78.43	96.46
5200	79.89	96.38
5300	81.22	96.13
5400	82.54	95.89
5500	83.98	95.78
5600	85.23	95.47
5700	86.30	94.97
5800	87.43	94.56
5900	88.51	94.10
6000	89.75	93.83
6100	90.94	93.52
6200	92.04	93.12
6300	93.19	92.79
6400	94.29	92.42
6500	95.59	92.25
6600	96.46	91.68
6700	97.35	91.14
6800	98.23	90.62
6900	99.02	90.02
7000	100.00	89.61
7100	98.15	86.72
7200	95.84	83.50
7300	93.63	80.46
7400	91.54	77.60
7500	89.22	74.62
