rpm	power	torque
1000	7.15	44.47
1100	8.27	46.70
1200	9.47	49.03
1300	10.57	50.52
1400	11.67	51.80
1500	12.93	53.57
1600	14.37	55.82
1700	15.94	58.28
1800	17.47	60.33
1900	19.03	62.26
2000	20.69	64.28
2100	22.79	67.44
2200	25.00	70.62
2300	27.10	73.23
2400	29.20	75.62
2500	31.63	78.65
2600	34.59	82.68
2700	37.52	86.37
2800	40.45	89.79
2900	43.43	93.07
3000	46.21	95.73
3100	48.21	96.65
3200	50.09	97.28
3300	52.08	98.09
3400	53.96	98.64
3500	55.88	99.23
3600	57.50	99.28
3700	59.19	99.43
3800	60.90	99.61
3900	62.49	99.58
4000	64.04	99.50
4100	65.81	99.76
4200	67.47	99.85
4300	69.13	99.92
4400	70.79	100.00
4500	72.34	99.92
4600	73.93	99.89
4700	75.56	99.92
4800	77.02	99.73
4900	78.62	99.73
5000	80.21	99.71
5100	81.54	99.37
5200	82.98	99.19
5300	84.26	98.81
5400	85.64	98.58
5500	86.91	98.21
5600	87.94	97.61
5700	88.71	96.74
5800	89.59	96.01
5900	90.43	95.26
6000	91.28	94.56
6100	92.21	93.95
6200	92.90	93.13
6300	93.56	92.30
6400	94.44	91.71
6500	95.22	91.05
6600	95.83	90.24
6700	96.44	89.46
6800	97.08	88.73
6900	97.74	88.04
7000	98.29	87.27
7100	98.62	86.33
7200	98.94	85.41
7300	99.28	84.53
7400	99.50	83.57
7500	100.00	82.87
7600	99.04	81.00
7700	98.04	79.14
7800	97.04	77.33
7900	96.04	75.56
8000	94.99	73.80
8100	93.47	71.72
8200	91.72	69.52
8300	90.05	67.43
8400	88.22	65.28
8500	86.55	63.29
