rpm	power	torque
1000	10.13	53.00
1100	12.61	59.95
1200	15.02	65.47
1300	17.48	70.32
1400	19.92	74.41
1500	22.50	78.46
1600	25.67	83.94
1700	28.83	88.72
1800	32.01	93.03
1900	35.26	97.08
2000	38.17	99.83
2100	40.14	100.00
2200	42.01	99.90
2300	43.94	99.94
2400	45.86	99.95
2500	47.72	99.85
2600	49.59	99.78
2700	51.52	99.81
2800	53.43	99.81
2900	55.32	99.79
3000	57.16	99.67
3100	59.10	99.72
3200	61.02	99.75
3300	62.94	99.77
3400	64.86	99.80
3500	66.63	99.58
3600	68.71	99.84
3700	70.52	99.70
3800	72.51	99.82
3900	74.37	99.75
4000	76.29	99.77
4100	78.21	99.79
4200	80.14	99.81
4300	81.95	99.69
4400	83.87	99.71
4500	85.79	99.73
4600	87.69	99.72
4700	89.64	99.77
4800	91.45	99.66
4900	93.37	99.68
5000	95.28	99.68
5100	96.26	98.73
5200	97.05	97.63
5300	98.00	96.72
5400	98.90	95.80
5500	99.67	94.80
5600	99.78	93.21
5700	99.78	91.57
5800	99.78	89.99
5900	99.89	88.56
6000	99.83	87.03
6100	100.00	85.76
6200	99.89	84.28
6300	99.78	82.85
6400	99.78	81.56
6500	99.84	80.35
6600	99.78	79.08
6700	99.78	77.90
6800	99.89	76.84
6900	100.00	75.81
7000	99.89	74.65
7100	99.02	72.95
7200	98.24	71.37
7300	97.31	69.73
7400	96.34	68.10
7500	95.50	66.61
7600	94.04	64.73
7700	92.44	62.80
7800	90.91	60.97
7900	89.34	59.16
8000	87.74	57.37
