rpm	power	torque
1000	7.92	43.83
1100	9.23	46.45
1200	10.66	49.14
1300	12.08	51.42
1400	13.50	53.37
1500	15.22	56.14
1600	17.62	60.95
1700	19.97	65.01
1800	22.21	68.29
1900	24.62	71.71
2000	27.14	75.08
2100	29.87	78.71
2200	32.72	82.29
2300	35.34	85.03
2400	38.19	88.05
2500	40.81	90.34
2600	43.34	92.24
2700	45.85	93.96
2800	48.25	95.36
2900	50.69	96.72
3000	53.10	97.94
3100	55.18	98.50
3200	57.21	98.94
3300	59.18	99.24
3400	61.21	99.62
3500	63.11	99.78
3600	65.05	99.98
3700	66.80	99.90
3800	68.57	99.85
3900	70.41	99.91
4000	72.17	99.84
4100	74.02	99.91
4200	75.77	99.83
4300	77.54	99.78
4400	79.40	99.86
4500	81.15	99.79
4600	82.97	99.81
4700	84.77	99.80
4800	86.52	99.74
4900	88.38	99.81
5000	90.36	100.00
5100	91.78	99.58
5200	93.31	99.30
5300	94.95	99.14
5400	96.49	98.88
5500	98.13	98.73
5600	98.57	97.40
5700	98.90	96.01
5800	99.23	94.67
5900	99.67	93.48
6000	100.00	92.23
6100	100.00	90.72
6200	99.89	89.15
6300	99.89	87.74
6400	99.89	86.37
6500	99.78	84.95
6600	98.79	82.83
6700	97.78	80.76
6800	96.80	78.77
6900	95.81	76.84
7000	94.83	74.97
