rpm	power	torque
1000	29.07	88.33
1100	32.46	89.65
1200	36.10	91.38
1300	39.68	92.72
1400	43.28	93.92
1500	46.78	94.74
1600	50.69	96.25
1700	54.54	97.47
1800	58.37	98.52
1900	62.09	99.28
2000	65.83	100.00
2100	68.53	99.14
2200	71.31	98.48
2300	74.01	97.76
2400	76.71	97.10
2500	79.47	96.58
2600	81.72	95.49
2700	83.59	94.06
2800	85.85	93.15
2900	88.11	92.30
3000	90.20	91.34
3100	91.60	89.77
3200	92.95	88.25
3300	94.27	86.79
3400	95.59	85.42
3500	97.03	84.22
3600	97.58	82.35
3700	98.24	80.66
3800	98.84	79.02
3900	99.34	77.38
4000	100.00	75.95
4100	98.94	73.31
4200	98.24	71.06
