rpm	power	torque
1000	7.71	36.48
1100	9.25	39.79
1200	10.76	42.44
1300	12.29	44.73
1400	13.66	46.15
1500	15.31	48.29
1600	17.42	51.52
1700	19.50	54.28
1800	21.53	56.59
1900	23.61	58.80
2000	25.77	60.97
2100	28.69	64.65
2200	31.45	67.65
2300	34.39	70.75
2400	37.24	73.42
2500	40.09	75.87
2600	43.59	79.33
2700	46.98	82.33
2800	50.29	84.98
2900	53.66	87.54
3000	57.05	89.98
3100	60.55	92.42
3200	63.88	94.46
3300	67.28	96.46
3400	70.68	98.36
3500	73.97	100.00
3600	75.77	99.59
3700	77.36	98.92
3800	79.10	98.50
3900	80.84	98.08
4000	82.49	97.57
4100	83.91	96.83
4200	85.15	95.92
4300	86.78	95.49
4400	88.27	94.92
4500	89.61	94.22
4600	90.88	93.48
4700	92.19	92.81
4800	93.39	92.06
4900	94.71	91.46
5000	95.93	90.77
5100	96.75	89.76
5200	97.58	88.79
5300	98.27	87.73
5400	99.13	86.86
5500	100.00	86.03
5600	98.02	82.82
5700	95.94	79.64
5800	93.88	76.58
5900	91.77	73.59
6000	89.61	70.67
6100	86.26	66.90
6200	82.59	63.03
6300	78.92	59.27
6400	75.26	55.64
6500	71.59	52.11
6600	66.76	47.86
6700	61.81	43.65
6800	56.86	39.57
6900	51.84	35.55
7000	46.70	31.56
