rpm	power	torque
1000	2.05	17.23
1100	2.58	19.72
1200	3.08	21.53
1300	3.52	22.71
1400	3.96	23.73
1500	4.46	24.94
1600	5.06	26.56
1700	5.71	28.23
1800	6.38	29.77
1900	6.99	30.88
2000	7.70	32.34
2100	8.53	34.10
2200	9.35	35.70
2300	10.14	37.01
2400	10.91	38.16
2500	11.83	39.73
2600	12.76	41.22
2700	13.70	42.60
2800	14.63	43.89
2900	15.57	45.08
3000	16.52	46.25
3100	17.62	47.74
3200	18.81	49.37
3300	19.83	50.45
3400	21.01	51.90
3500	22.06	52.92
3600	23.46	54.72
3700	24.67	55.99
3800	26.10	57.68
3900	27.31	58.80
4000	28.60	60.04
4100	29.95	61.35
4200	31.38	62.74
4300	32.81	64.08
4400	34.02	64.93
4500	35.56	66.37
4600	37.25	68.00
4700	38.98	69.63
4800	40.74	71.26
4900	42.48	72.80
5000	44.08	74.02
5100	45.80	75.40
5200	47.49	76.69
5300	49.19	77.94
5400	50.86	79.09
5500	52.51	80.17
5600	54.31	81.44
5700	56.13	82.69
5800	57.90	83.83
5900	59.76	85.06
6000	61.47	86.03
6100	63.50	87.42
6200	65.43	88.62
6300	67.36	89.78
6400	69.34	90.98
6500	71.21	91.99
6600	73.41	93.40
6700	75.39	94.49
6800	77.59	95.82
6900	79.58	96.84
7000	81.66	97.96
7100	83.20	98.40
7200	84.74	98.83
7300	86.28	99.25
7400	87.71	99.53
7500	89.02	99.67
7600	90.51	100.00
7700	91.66	99.96
7800	92.77	99.88
7900	93.98	99.90
8000	95.23	99.96
8100	95.60	99.11
8200	96.01	98.32
8300	96.39	97.52
8400	96.70	96.67
8500	97.05	95.88
8600	97.36	95.07
8700	97.71	94.31
8800	98.02	93.54
8900	98.24	92.69
9000	98.57	91.97
9100	98.71	91.08
9200	98.90	90.27
9300	99.12	89.50
9400	99.34	88.74
9500	99.45	87.91
9600	99.56	87.09
9700	99.78	86.38
9800	99.78	85.50
9900	99.89	84.73
10000	100.00	83.97
10100	99.56	82.78
10200	99.03	81.53
10300	98.53	80.33
10400	98.04	79.16
10500	97.54	78.01
10600	96.61	76.53
10700	95.45	74.91
10800	94.42	73.41
10900	93.36	71.93
11000	92.22	70.40
11100	91.01	68.85
11200	89.58	67.16
11300	88.15	65.50
11400	86.94	64.04
11500	85.45	62.40
11600	83.86	60.71
11700	82.26	59.04
11800	80.66	57.40
11900	79.01	55.76
12000	77.36	54.14
