rpm	power	torque
1000	7.05	47.86
1100	8.41	51.91
1200	9.77	55.29
1300	11.13	58.14
1400	12.49	60.59
1500	13.96	63.21
1600	15.99	67.84
1700	17.79	71.05
1800	19.70	74.31
1900	21.65	77.39
2000	23.55	79.94
2100	25.77	83.31
2200	27.90	86.10
2300	30.14	88.98
2400	32.27	91.30
2500	34.37	93.35
2600	36.32	94.84
2700	38.34	96.41
2800	40.27	97.67
2900	42.27	98.98
3000	44.07	99.75
3100	45.65	100.00
3200	47.13	100.00
3300	48.49	99.77
3400	50.00	99.86
3500	51.32	99.56
3600	52.79	99.57
3700	54.19	99.44
3800	55.73	99.59
3900	57.18	99.56
4000	58.52	99.34
4100	59.91	99.22
4200	61.32	99.13
4300	62.66	98.94
4400	64.01	98.78
4500	65.34	98.59
4600	66.79	98.59
4700	68.13	98.43
4800	69.56	98.41
4900	70.93	98.28
5000	72.18	98.02
5100	73.61	98.00
5200	75.01	97.95
5300	76.37	97.84
5400	77.73	97.74
5500	78.98	97.51
5600	80.42	97.52
5700	81.77	97.40
5800	83.11	97.30
5900	84.45	97.19
6000	85.79	97.09
6100	87.37	97.25
6200	88.58	97.02
6300	89.98	96.98
6400	91.34	96.91
6500	92.72	96.86
6600	94.06	96.77
6700	95.40	96.68
6800	96.70	96.56
6900	97.97	96.41
7000	99.40	96.42
7100	99.56	95.22
7200	99.56	93.89
7300	99.78	92.81
7400	99.89	91.66
7500	100.00	90.54
7600	98.70	88.18
7700	97.02	85.56
7800	95.55	83.18
7900	93.97	80.77
8000	92.32	78.36
8100	90.28	75.68
8200	88.23	73.06
8300	85.99	70.35
8400	83.86	67.79
8500	81.62	65.20
8600	78.31	61.83
8700	74.71	58.31
8800	70.93	54.73
