rpm	power	torque
1000	7.33	49.39
1100	8.27	50.67
1200	9.33	52.42
1300	10.41	53.96
1400	11.42	54.99
1500	12.65	56.87
1600	14.04	59.15
1700	15.45	61.27
1800	17.00	63.65
1900	18.36	65.16
2000	19.95	67.26
2100	21.98	70.57
2200	24.01	73.58
2300	26.04	76.32
2400	28.07	78.84
2500	30.25	81.58
2600	32.78	85.00
2700	35.25	88.02
2800	37.72	90.81
2900	40.19	93.42
3000	42.48	95.46
3100	44.46	96.69
3200	46.27	97.48
3300	48.16	98.39
3400	50.11	99.36
3500	51.92	100.00
3600	53.39	99.99
3700	54.85	99.95
3800	56.31	99.90
3900	57.76	99.85
4000	59.22	99.80
4100	60.67	99.76
4200	62.12	99.72
4300	63.53	99.60
4400	64.92	99.47
4500	66.26	99.27
4600	67.83	99.41
4700	69.17	99.22
4800	70.59	99.15
4900	71.97	99.02
5000	73.33	98.87
5100	74.77	98.83
5200	76.22	98.82
5300	77.65	98.78
5400	79.02	98.66
5500	80.47	98.64
5600	81.81	98.50
5700	83.27	98.49
5800	84.61	98.35
5900	85.96	98.22
6000	87.25	98.04
6100	88.79	98.13
6200	90.10	97.97
6300	91.44	97.85
6400	92.71	97.66
6500	94.08	97.58
6600	94.95	96.98
6700	95.83	96.42
6800	96.70	95.88
6900	97.53	95.29
7000	98.35	94.72
7100	98.68	93.70
7200	99.12	92.81
7300	99.34	91.74
7400	99.67	90.80
7500	100.00	89.89
7600	99.00	87.82
7700	97.99	85.79
7800	96.86	83.72
7900	95.74	81.70
8000	94.62	79.73
