rpm	power	torque
1000	11.29	64.13
1100	13.52	69.77
1200	15.83	74.89
1300	18.11	79.09
1400	20.29	82.30
1500	22.59	85.50
1600	24.66	87.53
1700	26.79	89.48
1800	28.82	90.89
1900	31.00	92.64
2000	32.97	93.59
2100	34.93	94.45
2200	36.90	95.23
2300	38.86	95.94
2400	40.83	96.59
2500	42.79	97.19
2600	44.76	97.75
2700	46.73	98.26
2800	48.69	98.74
2900	50.66	99.18
3000	52.48	99.32
3100	54.37	99.58
3200	56.16	99.65
3300	58.03	99.84
3400	59.82	99.90
3500	61.64	100.00
3600	63.31	99.86
3700	64.93	99.64
3800	66.59	99.49
3900	68.22	99.32
4000	69.86	99.16
4100	71.38	98.85
4200	72.81	98.43
4300	74.24	98.02
4400	75.66	97.63
4500	77.12	97.30
4600	78.39	96.76
4700	79.82	96.42
4800	81.13	95.97
4900	82.44	95.53
5000	83.79	95.15
5100	85.25	94.91
5200	86.49	94.44
5300	87.80	94.06
5400	89.12	93.70
5500	90.54	93.47
5600	91.74	93.02
5700	92.94	92.58
5800	94.26	92.27
5900	95.57	91.97
6000	96.85	91.65
6100	97.47	90.72
6200	98.13	89.87
6300	98.79	89.03
6400	99.45	88.23
6500	100.00	87.35
6600	97.74	84.09
6700	95.12	80.61
6800	92.49	77.23
6900	89.86	73.95
7000	87.24	70.76
