rpm	power	torque
1000	7.93	32.93
1100	9.90	37.36
1200	11.66	40.35
1300	13.52	43.20
1400	15.36	45.56
1500	17.29	47.87
1600	20.07	52.08
1700	22.91	55.97
1800	25.76	59.43
1900	28.50	62.29
2000	31.42	65.24
2100	35.44	70.08
2200	39.49	74.54
2300	43.56	78.65
2400	47.50	82.18
2500	51.43	85.43
2600	55.16	88.10
2700	58.89	90.57
2800	62.71	93.00
2900	66.43	95.12
3000	70.04	96.95
3100	72.93	97.69
3200	75.78	98.33
3300	78.63	98.94
3400	81.48	99.51
3500	84.29	100.00
3600	86.26	99.50
3700	88.04	98.81
3800	90.12	98.48
3900	92.08	98.04
4000	93.94	97.52
4100	94.93	96.15
4200	95.91	94.82
4300	96.92	93.59
4400	97.80	92.29
4500	98.79	91.16
4600	98.90	89.28
4700	98.90	87.38
4800	98.90	85.56
4900	98.90	83.81
5000	99.01	82.23
5100	99.12	80.70
5200	99.23	79.24
5300	99.23	77.74
5400	99.23	76.30
5500	99.34	75.00
5600	99.56	73.82
5700	99.56	72.53
5800	99.78	71.44
5900	99.89	70.30
6000	100.00	69.21
6100	99.56	67.77
6200	99.34	66.53
6300	98.90	65.19
6400	98.52	63.92
6500	98.20	62.73
6600	94.05	59.17
6700	89.56	55.51
6800	85.09	51.96
6900	80.69	48.56
7000	76.06	45.12
