rpm	power	torque
1000	6.28	46.62
1100	7.17	48.35
1200	8.00	49.50
1300	8.84	50.47
1400	9.82	52.04
1500	10.65	52.71
1600	11.63	53.95
1700	12.66	55.26
1800	13.73	56.60
1900	14.70	57.44
2000	15.75	58.46
2100	17.08	60.37
2200	18.34	61.87
2300	19.60	63.24
2400	20.90	64.63
2500	22.15	65.76
2600	23.80	67.93
2700	25.20	69.26
2800	26.61	70.53
2900	28.14	72.01
3000	29.68	73.42
3100	31.50	75.41
3200	33.31	77.24
3300	35.00	78.72
3400	36.82	80.38
3500	38.61	81.87
3600	40.84	84.20
3700	42.80	85.85
3800	45.04	87.96
3900	46.99	89.42
4000	49.02	90.94
4100	51.18	92.65
4200	53.14	93.90
4300	55.32	95.49
4400	57.33	96.70
4500	59.28	97.77
4600	60.93	98.30
4700	62.61	98.87
4800	64.15	99.19
4900	65.83	99.71
5000	67.37	100.00
5100	68.63	99.87
5200	69.89	99.75
5300	71.01	99.43
5400	72.26	99.32
5500	73.56	99.26
5600	74.78	99.11
5700	76.04	99.01
5800	77.30	98.91
5900	78.56	98.82
6000	79.75	98.64
6100	81.08	98.64
6200	82.33	98.56
6300	83.59	98.48
6400	84.85	98.40
6500	86.11	98.32
6600	87.23	98.09
6700	88.49	98.02
6800	89.73	97.94
6900	90.86	97.74
7000	92.12	97.67
7100	93.24	97.47
7200	94.36	97.27
7300	95.48	97.07
7400	96.60	96.88
7500	97.71	96.69
7600	98.17	95.87
7700	98.73	95.17
7800	99.10	94.29
7900	99.58	93.55
8000	100.00	92.77
8100	98.19	89.96
8200	96.15	87.02
8300	93.99	84.05
8400	91.62	80.95
8500	88.25	77.06
8600	84.81	73.19
8700	81.35	69.40
8800	76.46	64.48
8900	71.56	59.67
9000	67.09	55.32
