rpm	power	torque
1000	6.89	42.51
1100	7.80	43.75
1200	8.79	45.15
1300	9.77	46.34
1400	10.75	47.36
1500	11.73	48.24
1600	12.83	49.44
1700	14.03	50.90
1800	15.12	51.81
1900	16.33	52.99
2000	17.53	54.05
2100	18.84	55.33
2200	20.26	56.80
2300	21.69	58.15
2400	23.11	59.38
2500	24.53	60.52
2600	26.29	62.35
2700	28.15	64.29
2800	29.99	66.05
2900	31.76	67.55
3000	33.66	69.20
3100	35.89	71.39
3200	38.23	73.68
3300	40.48	75.64
3400	42.79	77.62
3500	45.07	79.41
3600	47.69	81.70
3700	50.32	83.87
3800	52.72	85.56
3900	55.35	87.52
4000	57.87	89.21
4100	60.71	91.32
4200	63.45	93.16
4300	66.18	94.92
4400	68.92	96.59
4500	71.58	98.10
4600	73.51	98.55
4700	75.42	98.95
4800	77.28	99.29
4900	79.19	99.66
5000	81.08	100.00
5100	82.43	99.67
5200	83.85	99.44
5300	85.16	99.09
5400	86.59	98.88
5500	87.68	98.31
5600	89.32	98.36
5700	90.73	98.16
5800	92.06	97.88
5900	93.37	97.59
6000	94.79	97.43
6100	95.89	96.94
6200	96.87	96.35
6300	97.96	95.89
6400	99.01	95.40
6500	100.00	94.88
6600	97.63	91.22
6700	94.90	87.34
6800	92.27	83.68
6900	89.64	80.12
7000	87.02	76.66
