rpm	power	torque
1000	11.47	60.63
1100	13.23	63.61
1200	14.99	66.07
1300	16.65	67.74
1400	18.32	69.19
1500	20.09	70.81
1600	22.07	72.96
1700	23.84	74.16
1800	25.83	75.89
1900	27.80	77.38
2000	29.72	78.57
2100	32.11	80.84
2200	34.45	82.80
2300	36.85	84.72
2400	39.09	86.12
2500	41.41	87.58
2600	43.83	89.15
2700	46.26	90.61
2800	48.66	91.89
2900	51.01	93.02
3000	53.33	94.01
3100	55.87	95.31
3200	58.30	96.34
3300	60.84	97.49
3400	63.22	98.33
3500	65.70	99.26
3600	67.64	99.35
3700	69.73	99.66
3800	71.61	99.65
3900	73.65	99.86
4000	75.64	100.00
4100	77.46	99.90
4200	79.23	99.75
4300	81.06	99.68
4400	82.83	99.54
4500	84.63	99.45
4600	86.22	99.11
4700	87.62	98.58
4800	89.24	98.31
4900	90.63	97.80
5000	92.28	97.60
5100	93.72	97.17
5200	95.26	96.87
5300	96.98	96.75
5400	98.43	96.39
5500	100.00	96.14
5600	99.67	94.11
5700	99.01	91.85
5800	98.35	89.66
5900	97.68	87.55
6000	97.02	85.51
6100	93.40	80.97
6200	89.43	76.27
6300	85.45	71.73
6400	81.37	67.23
6500	77.43	63.00
