rpm	power	torque
1000	9.68	66.80
1100	10.81	67.79
1200	11.93	68.61
1300	13.13	69.70
1400	14.29	70.44
1500	15.53	71.43
1600	16.80	72.47
1700	18.11	73.50
1800	19.45	74.57
1900	20.80	75.53
2000	22.18	76.51
2100	23.60	77.54
2200	24.94	78.24
2300	26.40	79.20
2400	27.85	80.08
2500	29.25	80.72
2600	30.84	81.84
2700	32.43	82.87
2800	34.01	83.80
2900	35.57	84.64
3000	37.03	85.16
3100	38.79	86.34
3200	40.38	87.07
3300	42.16	88.16
3400	43.78	88.85
3500	45.40	89.51
3600	47.08	90.23
3700	48.64	90.72
3800	50.32	91.37
3900	51.88	91.80
4000	53.45	92.20
4100	55.23	92.96
4200	56.94	93.55
4300	58.76	94.28
4400	60.48	94.85
4500	62.16	95.31
4600	63.83	95.75
4700	65.51	96.17
4800	67.15	96.53
4900	68.75	96.81
5000	70.42	97.18
5100	71.99	97.40
5200	73.66	97.75
5300	75.23	97.94
5400	76.90	98.26
5500	78.44	98.41
5600	80.09	98.69
5700	81.68	98.88
5800	83.28	99.07
5900	84.95	99.35
6000	86.63	99.62
6100	88.08	99.63
6200	89.85	100.00
6300	91.21	99.90
6400	92.67	99.91
6500	94.19	99.98
6600	95.36	99.69
6700	96.49	99.37
6800	97.72	99.16
6900	98.84	98.84
7000	100.00	98.57
7100	99.45	96.65
7200	98.66	94.55
7300	97.91	92.55
7400	97.18	90.62
7500	96.39	88.68
7600	94.15	85.48
7700	91.79	82.25
7800	89.32	79.01
7900	86.85	75.86
8000	84.27	72.68
