rpm	power	torque
1000	8.90	45.89
1100	10.11	47.39
1200	11.32	48.64
1300	12.53	49.70
1400	13.74	50.61
1500	15.06	51.77
1600	16.61	53.53
1700	18.36	55.69
1800	20.01	57.32
1900	21.68	58.83
2000	23.44	60.43
2100	25.86	63.49
2200	28.28	66.28
2300	30.81	69.07
2400	33.34	71.63
2500	35.79	73.81
2600	39.17	77.68
2700	42.48	81.11
2800	45.78	84.29
2900	49.11	87.30
3000	52.38	90.01
3100	55.49	92.29
3200	58.65	94.49
3300	61.77	96.50
3400	64.92	98.44
3500	67.89	100.00
3600	69.82	100.00
3700	71.63	99.81
3800	73.61	99.87
3900	75.43	99.72
4000	77.35	99.70
4100	79.12	99.49
4200	80.88	99.28
4300	82.58	99.02
4400	84.34	98.83
4500	86.04	98.58
4600	87.26	97.81
4700	88.96	97.59
4800	90.39	97.09
4900	91.82	96.61
5000	93.30	96.20
5100	94.25	95.27
5200	95.16	94.35
5300	96.12	93.50
5400	97.11	92.71
5500	98.06	91.92
5600	98.35	90.55
5700	98.68	89.26
5800	98.90	87.91
5900	99.31	86.78
6000	99.64	85.62
6100	99.67	84.24
6200	99.78	82.97
6300	99.78	81.66
6400	99.89	80.47
6500	100.00	79.32
6600	98.81	77.18
6700	97.60	75.10
6800	96.39	73.08
6900	95.17	71.11
7000	93.96	69.21
7100	91.55	66.48
7200	89.02	63.74
7300	86.49	61.08
7400	83.96	58.50
7500	81.43	55.98
