rpm	power	torque
1000	7.27	36.90
1100	8.87	40.94
1200	10.37	43.88
1300	12.03	47.00
1400	13.66	49.52
1500	15.41	52.16
1600	17.79	56.46
1700	20.33	60.73
1800	22.66	63.91
1900	25.19	67.32
2000	27.84	70.67
2100	31.72	76.69
2200	35.71	82.40
2300	39.48	87.16
2400	43.46	91.93
2500	47.07	95.59
2600	49.39	96.44
2700	51.71	97.24
2800	54.04	97.98
2900	56.36	98.67
3000	58.68	99.31
3100	60.62	99.28
3200	62.67	99.43
3300	64.66	99.48
3400	66.65	99.53
3500	68.57	99.47
3600	70.75	99.77
3700	72.74	99.81
3800	74.62	99.70
3900	76.72	99.88
4000	78.67	99.86
4100	80.71	99.94
4200	82.70	99.97
4300	84.69	100.00
4400	86.58	99.90
4500	88.33	99.66
4600	89.57	98.86
4700	90.35	97.60
4800	91.40	96.68
4900	92.28	95.62
5000	93.26	94.70
5100	93.87	93.45
5200	94.49	92.25
5300	95.15	91.15
5400	95.81	90.08
5500	96.36	88.95
5600	96.91	87.86
5700	97.57	86.91
5800	98.06	85.84
5900	98.65	84.89
6000	99.11	83.87
6100	99.33	82.67
6200	99.55	81.52
6300	99.55	80.23
6400	99.83	79.19
6500	100.00	78.11
6600	99.55	76.58
6700	99.33	75.27
6800	98.89	73.84
6900	98.45	72.44
7000	98.12	71.17
7100	97.13	69.46
7200	96.25	67.87
7300	95.27	66.26
7400	94.27	64.68
7500	93.33	63.18
7600	92.28	61.65
7700	91.18	60.12
7800	90.08	58.63
7900	89.01	57.20
8000	87.85	55.75
8100	86.36	54.13
8200	84.50	52.32
8300	82.82	50.66
8400	80.95	48.93
8500	79.22	47.32
