rpm	power	torque
1000	5.61	42.44
1100	6.44	44.29
1200	7.26	45.77
1300	7.99	46.50
1400	8.80	47.55
1500	9.54	48.12
1600	10.34	48.89
1700	11.20	49.85
1800	12.03	50.57
1900	12.76	50.81
2000	13.58	51.37
2100	14.52	52.31
2200	15.40	52.96
2300	16.29	53.59
2400	17.16	54.09
2500	17.98	54.39
2600	19.00	55.29
2700	20.05	56.19
2800	20.99	56.72
2900	22.00	57.39
3000	22.98	57.94
3100	24.26	59.19
3200	25.53	60.34
3300	26.69	61.17
3400	27.96	62.20
3500	29.15	63.01
3600	30.72	64.54
3700	32.10	65.62
3800	33.59	66.86
3900	35.06	68.01
4000	36.50	69.03
4100	38.16	70.41
4200	39.66	71.43
4300	41.26	72.59
4400	42.92	73.80
4500	44.57	74.92
4600	47.12	77.50
4700	49.69	79.98
4800	52.29	82.41
4900	54.78	84.57
5000	57.40	86.84
5100	59.61	88.41
5200	61.93	90.09
5300	64.14	91.54
5400	66.35	92.94
5500	68.60	94.36
5600	70.75	95.58
5700	72.65	96.42
5800	74.75	97.49
5900	76.85	98.53
6000	78.91	99.49
6100	80.29	99.57
6200	81.68	99.65
6300	83.06	99.73
6400	84.49	99.87
6500	85.93	100.00
6600	87.09	99.81
6700	88.36	99.76
6800	89.64	99.71
6900	90.79	99.53
7000	92.04	99.46
7100	93.11	99.20
7200	94.16	98.93
7300	95.21	98.66
7400	96.37	98.51
7500	97.48	98.32
7600	98.03	97.57
7700	98.53	96.80
7800	99.01	96.02
7900	99.53	95.30
8000	100.00	94.56
8100	98.94	92.40
8200	97.54	89.98
8300	96.27	87.74
8400	94.84	85.41
8500	93.51	83.22
