rpm	power	torque
1000	8.59	46.77
1100	9.92	49.08
1200	11.35	51.48
1300	12.78	53.53
1400	14.11	54.87
1500	15.55	56.43
1600	17.63	60.00
1700	19.51	62.47
1800	21.60	65.33
1900	23.47	67.26
2000	25.84	70.34
2100	29.92	77.57
2200	33.98	84.10
2300	38.06	90.10
2400	42.14	95.60
2500	45.87	99.89
2600	47.71	99.92
2700	49.59	99.99
2800	51.38	99.91
2900	53.23	99.93
3000	55.02	99.86
3100	56.86	99.87
3200	58.74	99.94
3300	60.61	100.00
3400	62.42	99.95
3500	64.18	99.84
3600	66.01	99.84
3700	67.89	99.89
3800	69.70	99.86
3900	71.52	99.85
4000	73.34	99.82
4100	75.22	99.88
4200	77.04	99.86
4300	78.97	99.98
4400	80.73	99.90
4500	82.49	99.80
4600	83.70	99.07
4700	84.93	98.38
4800	86.03	97.58
4900	87.33	97.04
5000	88.39	96.25
5100	89.39	95.42
5200	90.31	94.55
5300	91.19	93.68
5400	92.22	92.98
5500	93.06	92.12
5600	93.91	91.30
5700	94.87	90.62
5800	95.59	89.74
5900	96.48	89.03
6000	97.44	88.42
6100	97.91	87.39
6200	98.44	86.44
6300	98.90	85.47
6400	99.52	84.66
6500	100.00	83.76
6600	98.36	81.14
6700	96.50	78.42
6800	94.73	75.84
6900	92.95	73.34
7000	91.09	70.85
7100	87.58	67.16
7200	83.83	63.39
7300	80.29	59.88
7400	76.55	56.32
7500	72.65	52.74
