rpm	power	torque
1000	7.04	46.87
1100	8.17	49.42
1200	9.18	50.93
1300	10.27	52.60
1400	11.32	53.84
1500	12.45	55.24
1600	13.68	56.93
1700	14.92	58.42
1800	16.15	59.74
1900	17.39	60.92
2000	18.62	61.99
2100	19.97	63.30
2200	21.40	64.74
2300	22.77	65.90
2400	24.11	66.89
2500	25.51	67.92
2600	27.32	69.94
2700	29.03	71.58
2800	30.72	73.03
2900	32.53	74.67
3000	34.29	76.10
3100	36.28	77.91
3200	38.18	79.43
3300	40.21	81.12
3400	42.24	82.71
3500	44.08	83.85
3600	46.20	85.43
3700	48.33	86.96
3800	50.36	88.23
3900	52.39	89.43
4000	54.33	90.42
4100	56.45	91.66
4200	58.48	92.70
4300	60.52	93.69
4400	62.60	94.71
4500	64.69	95.69
4600	66.61	96.39
4700	68.64	97.22
4800	70.67	98.01
4900	72.70	98.77
5000	74.60	99.33
5100	76.28	99.57
5200	77.84	99.66
5300	79.41	99.74
5400	81.08	99.96
5500	82.62	100.00
5600	83.99	99.85
5700	85.34	99.67
5800	86.69	99.50
5900	88.03	99.33
6000	89.66	99.48
6100	90.68	98.97
6200	91.96	98.74
6300	93.19	98.47
6400	94.43	98.22
6500	95.66	97.97
6600	96.57	97.40
6700	97.47	96.85
6800	98.27	96.20
6900	99.17	95.68
7000	100.00	95.10
7100	99.56	93.35
7200	98.88	91.43
7300	98.31	89.65
7400	97.62	87.82
7500	96.94	86.04
7600	94.47	82.75
7700	91.68	79.26
7800	88.88	75.86
7900	86.08	72.54
8000	83.17	69.21
