rpm	power	torque
1000	9.79	50.02
1100	12.64	58.68
1200	15.70	66.84
1300	18.64	73.23
1400	21.61	78.86
1500	24.57	83.67
1600	27.52	87.88
1700	30.48	91.59
1800	33.44	94.89
1900	36.33	97.67
2000	39.13	99.94
2100	41.09	99.96
2200	43.06	99.98
2300	45.01	99.97
2400	46.98	100.00
2500	48.84	99.81
2600	50.82	99.84
2700	52.79	99.88
2800	54.65	99.71
2900	56.63	99.75
3000	58.56	99.72
3100	60.53	99.74
3200	62.49	99.76
3300	64.46	99.78
3400	66.38	99.73
3500	68.24	99.60
3600	70.22	99.64
3700	72.19	99.67
3800	74.07	99.57
3900	76.03	99.59
4000	78.00	99.61
4100	79.96	99.63
4200	81.93	99.65
4300	83.89	99.67
4400	85.86	99.68
4500	87.68	99.53
4600	89.43	99.31
4700	90.93	98.83
4800	92.57	98.52
4900	94.10	98.10
5000	95.67	97.75
5100	96.59	96.75
5200	97.47	95.75
5300	98.35	94.79
5400	99.23	93.87
5500	100.00	92.88
5600	99.24	90.52
5700	98.35	88.14
5800	97.47	85.85
5900	96.59	83.63
6000	95.64	81.42
6100	94.43	79.08
6200	93.12	76.72
6300	91.81	74.44
6400	90.50	72.23
6500	89.22	70.12
6600	86.96	67.31
6700	84.55	64.47
6800	82.15	61.71
6900	79.76	59.05
7000	77.34	56.44
