rpm	power	torque
1000	4.84	29.65
1100	5.71	31.82
1200	6.58	33.63
1300	7.35	34.65
1400	8.13	35.61
1500	8.98	36.72
1600	9.97	38.19
1700	10.95	39.50
1800	11.93	40.65
1900	12.92	41.69
2000	14.01	42.95
2100	15.43	45.06
2200	16.86	46.98
2300	18.21	48.54
2400	19.70	50.34
2500	21.04	51.61
2600	22.79	53.75
2700	24.41	55.44
2800	26.07	57.08
2900	27.81	58.79
3000	29.34	59.97
3100	31.09	61.49
3200	32.84	62.91
3300	34.58	64.25
3400	36.33	65.52
3500	37.97	66.51
3600	40.04	68.20
3700	42.01	69.62
3800	43.98	70.96
3900	45.95	72.23
4000	47.80	73.27
4100	50.10	74.92
4200	52.29	76.33
4300	54.51	77.73
4400	56.77	79.11
4500	58.96	80.33
4600	61.49	81.97
4700	63.99	83.48
4800	66.41	84.83
4900	68.91	86.23
5000	71.32	87.46
5100	74.27	89.30
5200	77.12	90.93
5300	80.15	92.73
5400	82.95	94.18
5500	86.16	96.05
5600	88.36	96.75
5700	90.76	97.63
5800	93.16	98.49
5900	95.57	99.31
6000	97.86	100.00
6100	98.29	98.80
6200	98.68	97.59
6300	99.05	96.40
6400	99.34	95.17
6500	99.67	94.02
6600	99.67	92.59
6700	99.67	91.21
6800	99.56	89.77
6900	99.56	88.47
7000	99.67	87.30
7100	99.56	85.98
7200	99.66	84.87
7300	99.67	83.71
7400	99.78	82.67
7500	99.70	81.50
7600	99.78	80.50
7700	99.78	79.45
7800	99.89	78.52
7900	100.00	77.61
8000	99.95	76.60
8100	99.51	75.33
8200	98.97	74.00
8300	98.46	72.74
8400	97.88	71.44
8500	97.34	70.21
8600	95.23	67.89
8700	92.92	65.48
8800	90.53	63.07
8900	88.23	60.78
9000	85.82	58.47
