rpm	power	torque
1000	9.47	65.00
1100	10.91	68.09
1200	12.33	70.55
1300	13.62	71.89
1400	14.98	73.43
1500	16.35	74.81
1600	18.12	77.74
1700	19.79	79.88
1800	21.45	81.78
1900	23.11	83.48
2000	24.61	84.45
2100	25.99	84.95
2200	27.37	85.40
2300	28.66	85.51
2400	29.92	85.55
2500	31.32	85.99
2600	32.79	86.56
2700	34.28	87.15
2800	35.78	87.69
2900	37.38	88.46
3000	38.76	88.67
3100	40.41	89.47
3200	42.07	90.23
3300	43.52	90.51
3400	45.18	91.20
3500	46.73	91.64
3600	48.51	92.47
3700	50.17	93.06
3800	51.83	93.61
3900	53.51	94.16
4000	55.26	94.82
4100	57.37	96.03
4200	59.47	97.18
4300	61.57	98.27
4400	63.46	98.98
4500	65.54	99.96
4600	67.00	99.96
4700	68.42	99.91
4800	69.82	99.84
4900	71.29	99.85
5000	72.78	99.90
5100	74.27	99.95
5200	75.76	99.99
5300	77.15	99.90
5400	78.64	99.95
5500	80.07	99.91
5600	81.53	99.92
5700	83.01	99.94
5800	84.41	99.89
5900	85.97	100.00
6000	87.37	99.94
6100	88.22	99.25
6200	89.21	98.75
6300	90.20	98.26
6400	91.08	97.68
6500	91.98	97.11
6600	92.87	96.57
6700	93.61	95.89
6800	94.46	95.34
6900	95.29	94.78
7000	96.12	94.24
7100	96.92	93.68
7200	97.58	93.01
7300	98.33	92.45
7400	99.12	91.93
7500	100.00	91.51
7600	99.78	90.11
7700	99.56	88.74
7800	99.12	87.21
7900	98.90	85.92
8000	98.46	84.47
8100	97.80	82.86
8200	96.99	81.18
8300	96.26	79.59
8400	95.49	78.02
8500	94.64	76.42
