rpm	power	torque
1000	8.79	52.80
1100	9.92	54.14
1200	10.99	55.00
1300	12.05	55.69
1400	13.18	56.53
1500	14.41	57.71
1600	15.76	59.14
1700	17.16	60.65
1800	18.55	61.91
1900	19.90	62.92
2000	21.35	64.12
2100	23.30	66.64
2200	25.25	68.93
2300	27.14	70.87
2400	29.03	72.66
2500	30.97	74.42
2600	33.44	77.25
2700	35.91	79.88
2800	38.38	82.32
2900	40.84	84.60
3000	43.31	86.72
3100	46.00	89.13
3200	48.69	91.39
3300	51.38	93.51
3400	54.06	95.51
3500	56.64	97.20
3600	58.57	97.72
3700	60.59	98.35
3800	62.62	98.97
3900	64.64	99.56
4000	66.58	99.97
4100	68.26	100.00
4200	69.85	99.89
4300	71.49	99.86
4400	73.16	99.87
4500	74.84	99.89
4600	76.40	99.76
4700	77.85	99.49
4800	79.42	99.38
4900	80.97	99.25
5000	82.53	99.14
5100	83.89	98.80
5200	85.23	98.45
5300	86.57	98.11
5400	88.06	97.95
5500	89.26	97.48
5600	90.39	96.95
5700	91.51	96.43
5800	92.52	95.82
5900	93.65	95.34
6000	94.84	94.94
6100	95.60	94.14
6200	96.47	93.46
6300	97.25	92.72
6400	98.02	91.99
6500	98.79	91.29
6600	99.12	90.21
6700	99.34	89.06
6800	99.56	87.94
6900	99.78	86.86
7000	100.00	85.81
7100	98.80	83.58
7200	97.34	81.21
7300	95.89	78.90
7400	94.48	76.68
7500	93.09	74.55
7600	89.85	71.01
7700	86.24	67.27
7800	82.62	63.62
7900	79.00	60.07
8000	75.38	56.60
