rpm	power	torque
1000	16.85	67.34
1100	20.10	73.04
1200	23.14	77.06
1300	26.39	81.13
1400	29.42	83.99
1500	32.64	86.97
1600	36.15	90.30
1700	39.62	93.15
1800	43.21	95.93
1900	46.68	98.19
2000	50.04	100.00
2100	52.47	99.87
2200	54.90	99.73
2300	57.38	99.70
2400	59.86	99.68
2500	62.12	99.31
2600	64.16	98.63
2700	66.31	98.15
2800	68.25	97.41
2900	70.40	97.02
3000	72.36	96.39
3100	74.04	95.46
3200	75.77	94.63
3300	77.69	94.08
3400	79.35	93.27
3500	81.08	92.59
3600	82.57	91.67
3700	83.87	90.59
3800	85.14	89.55
3900	86.56	88.71
4000	87.89	87.81
4100	89.17	86.92
4200	90.44	86.06
4300	91.71	85.24
4400	92.95	84.43
4500	94.27	83.73
4600	94.93	82.48
4700	95.81	81.48
4800	96.59	80.42
4900	97.25	79.32
5000	98.10	78.42
5100	98.46	77.16
5200	98.90	76.01
5300	99.23	74.83
5400	99.56	73.69
5500	100.00	72.67
5600	98.97	70.63
5700	98.02	68.73
5800	96.92	66.78
5900	95.96	65.00
6000	94.88	63.20
6100	92.13	60.36
6200	88.95	57.34
