rpm	power	torque
1000	22.17	64.80
1100	26.46	70.32
1200	30.54	74.39
1300	34.62	77.85
1400	38.77	80.95
1500	43.05	83.90
1600	48.16	88.00
1700	53.23	91.54
1800	58.41	94.86
1900	63.48	97.67
2000	68.42	100.00
2100	71.35	99.33
2200	74.40	98.86
2300	77.34	98.30
2400	80.28	97.78
2500	83.13	97.20
2600	84.71	95.24
2700	86.46	93.61
2800	88.17	92.05
2900	89.78	90.50
3000	91.46	89.13
3100	92.60	87.32
3200	93.74	85.63
3300	94.84	84.01
3400	95.91	82.46
3500	96.93	80.96
3600	97.49	79.16
3700	97.93	77.37
3800	98.37	75.67
3900	98.95	74.17
4000	99.43	72.66
4100	99.47	70.92
4200	99.69	69.39
4300	99.69	67.77
4400	99.91	66.38
4500	100.00	64.96
4600	95.22	60.51
4700	90.37	56.21
4800	85.41	52.02
4900	80.51	48.03
5000	75.52	44.15
5100	70.41	40.36
5200	65.14	36.62
5300	59.93	33.06
5400	54.66	29.59
5500	49.38	26.25
5600	43.87	22.90
5700	38.14	19.56
5800	32.48	16.37
5900	26.79	13.28
6000	21.25	10.35
