rpm	power	torque
1000	7.26	44.57
1100	8.36	46.67
1200	9.35	47.86
1300	10.35	48.88
1400	11.45	50.20
1500	12.44	50.91
1600	13.76	52.80
1700	14.97	54.07
1800	16.28	55.53
1900	17.51	56.57
2000	18.72	57.46
2100	20.04	58.59
2200	21.36	59.61
2300	22.68	60.55
2400	24.01	61.41
2500	25.44	62.47
2600	26.98	63.70
2700	28.55	64.92
2800	30.17	66.16
2900	31.72	67.14
3000	33.40	68.35
3100	35.57	70.44
3200	37.59	72.11
3300	39.79	74.02
3400	41.95	75.75
3500	43.98	77.14
3600	46.18	78.75
3700	48.39	80.28
3800	50.59	81.73
3900	52.79	83.10
4000	54.89	84.24
4100	57.64	86.31
4200	60.28	88.12
4300	62.93	89.84
4400	65.63	91.57
4500	68.33	93.21
4600	70.64	94.27
4700	72.84	95.14
4800	75.27	96.26
4900	77.47	97.06
5000	79.83	98.01
5100	81.81	98.47
5200	83.79	98.92
5300	85.70	99.26
5400	87.64	99.64
5500	89.59	100.00
5600	90.95	99.70
5700	92.27	99.37
5800	93.48	98.94
5900	94.80	98.64
6000	96.04	98.26
6100	96.90	97.52
6200	97.67	96.71
6300	98.44	95.92
6400	99.23	95.18
6500	100.00	94.45
6600	99.36	92.42
6700	98.57	90.32
6800	97.69	88.19
6900	96.82	86.14
7000	96.04	84.23
7100	93.63	80.96
7200	90.99	77.58
7300	88.46	74.39
7400	85.81	71.19
7500	83.28	68.17
