rpm	power	torque
1000	8.69	61.11
1100	9.74	62.27
1200	10.79	63.23
1300	11.84	64.05
1400	12.89	64.75
1500	13.94	65.35
1600	15.10	66.37
1700	16.26	67.26
1800	17.42	68.06
1900	18.58	68.77
2000	19.79	69.59
2100	21.23	71.10
2200	22.61	72.28
2300	23.99	73.35
2400	25.37	74.34
2500	26.78	75.31
2600	28.35	76.68
2700	29.88	77.81
2800	31.34	78.69
2900	32.94	79.86
3000	34.42	80.67
3100	36.30	82.33
3200	37.96	83.41
3300	39.84	84.89
3400	41.60	86.03
3500	43.38	87.15
3600	45.04	87.97
3700	46.92	89.17
3800	48.58	89.89
3900	50.24	90.58
4000	51.97	91.35
4100	53.78	92.24
4200	55.66	93.19
4300	57.32	93.74
4400	59.20	94.61
4500	60.96	95.25
4600	62.75	95.91
4700	64.41	96.35
4800	66.07	96.78
4900	67.73	97.19
5000	69.51	97.75
5100	71.11	98.04
5200	72.72	98.33
5300	74.42	98.74
5400	76.03	99.00
5500	77.73	99.38
5600	79.33	99.61
5700	80.79	99.66
5800	82.31	99.79
5900	83.89	99.98
6000	85.33	100.00
6100	86.68	99.91
6200	88.06	99.86
6300	89.43	99.82
6400	90.71	99.65
6500	92.09	99.61
6600	93.25	99.34
6700	94.30	98.96
6800	95.46	98.71
6900	96.51	98.34
7000	97.58	98.02
7100	98.13	97.18
7200	98.57	96.26
7300	99.06	95.41
7400	99.56	94.60
7500	100.00	93.75
7600	99.67	92.21
7700	99.23	90.61
7800	98.79	89.05
7900	98.38	87.56
8000	97.99	86.13
8100	97.05	84.25
8200	96.00	82.32
8300	95.06	80.53
8400	94.01	78.69
8500	92.96	76.90
