rpm	power	torque
1200	14.73	79.43
1300	16.16	80.45
1400	17.59	81.31
1500	19.02	82.09
1600	20.56	83.17
1700	22.10	84.17
1800	23.75	85.40
1900	25.29	86.15
2000	26.95	87.23
2100	28.93	89.18
2200	30.90	90.91
2300	32.77	92.22
2400	34.66	93.47
2500	36.40	94.24
2600	37.96	94.51
2700	39.70	95.17
2800	41.26	95.40
2900	42.91	95.79
3000	44.54	96.10
3100	46.11	96.28
3200	47.65	96.39
3300	49.27	96.64
3400	50.92	96.94
3500	52.50	97.09
3600	54.04	97.17
3700	55.54	97.16
3800	57.08	97.23
3900	58.51	97.11
4000	59.98	97.08
4100	61.75	97.49
4200	63.57	97.97
4300	65.33	98.35
4400	67.09	98.70
4500	68.74	98.88
4600	70.33	98.98
4700	71.93	99.07
4800	73.58	99.23
4900	75.23	99.38
5000	76.94	99.61
5100	78.64	99.81
5200	80.33	100.00
5300	81.72	99.81
5400	83.04	99.54
5500	84.36	99.29
5600	85.75	99.13
5700	86.89	98.68
5800	88.04	98.26
5900	89.09	97.75
6000	90.22	97.34
6100	91.29	96.88
6200	92.28	96.35
6300	93.27	95.84
6400	94.18	95.25
6500	95.36	94.97
6600	96.57	94.72
6700	97.68	94.37
6800	98.98	94.23
6900	99.22	93.08
7000	99.45	91.97
7100	99.78	90.97
7200	100.00	89.91
7300	99.24	88.00
7400	98.36	86.04
7500	97.48	84.13
7600	96.60	82.28
7700	95.82	80.56
