rpm	power	torque
1000	9.39	51.14
1100	11.11	55.03
1200	12.76	57.95
1300	14.42	60.43
1400	16.18	62.98
1500	17.95	65.19
1600	19.71	67.12
1700	21.47	68.82
1800	23.33	70.62
1900	25.21	72.27
2000	26.97	73.46
2100	28.73	74.53
2200	30.40	75.29
2300	32.14	76.14
2400	33.90	76.96
2500	35.83	78.07
2600	39.02	81.77
2700	42.19	85.13
2800	45.38	88.30
2900	48.50	91.11
3000	51.55	93.61
3100	53.86	94.66
3200	56.29	95.83
3300	58.71	96.92
3400	61.02	97.78
3500	63.34	98.59
3600	65.32	98.85
3700	67.30	99.10
3800	69.29	99.34
3900	71.33	99.64
4000	73.31	99.85
4100	75.24	99.97
4200	77.00	99.88
4300	78.93	100.00
4400	80.75	99.98
4500	82.56	99.95
4600	84.21	99.74
4700	85.75	99.40
4800	87.36	99.15
4900	89.12	99.09
5000	90.53	98.64
5100	91.59	97.84
5200	92.58	97.00
5300	93.68	96.30
5400	94.68	95.52
5500	95.74	94.84
5600	96.14	93.53
5700	96.55	92.28
5800	96.91	91.03
5900	97.24	89.79
6000	97.77	88.77
6100	98.12	87.63
6200	98.56	86.61
6300	99.00	85.61
6400	99.42	84.63
6500	99.77	83.62
6600	99.88	82.45
6700	99.88	81.22
6800	99.98	80.10
6900	99.99	78.95
7000	100.00	77.83
7100	98.46	75.55
7200	96.59	73.08
7300	94.72	70.69
7400	92.95	68.44
7500	91.19	66.24
