rpm	power	torque
1000	12.89	64.29
1100	14.98	67.94
1200	17.07	70.99
1300	19.17	73.56
1400	21.16	75.41
1500	23.37	77.72
1600	26.02	81.12
1700	28.66	84.12
1800	31.31	86.78
1900	33.96	89.16
2000	36.49	91.03
2100	39.25	93.25
2200	41.90	95.01
2300	44.66	96.86
2400	47.30	98.33
2500	49.92	99.62
2600	52.01	99.81
2700	54.00	99.78
2800	56.02	99.81
2900	58.01	99.79
3000	59.88	99.58
3100	61.98	99.75
3200	63.96	99.73
3300	65.95	99.71
3400	67.94	99.69
3500	69.93	99.69
3600	71.97	99.74
3700	73.90	99.64
3800	75.94	99.70
3900	77.98	99.75
4000	79.91	99.66
4100	81.94	99.71
4200	83.98	99.76
4300	85.90	99.67
4400	87.95	99.73
4500	90.20	100.00
4600	91.77	99.54
4700	93.69	99.45
4800	95.56	99.32
4900	97.51	99.28
5000	99.39	99.17
5100	99.34	97.18
5200	99.23	95.20
5300	99.23	93.41
5400	99.23	91.68
5500	99.23	90.01
5600	99.34	88.50
5700	99.56	87.14
5800	99.56	85.64
5900	99.88	84.46
6000	100.00	83.15
6100	99.56	81.43
6200	98.90	79.58
6300	98.24	77.80
6400	97.58	76.06
6500	96.84	74.33
