rpm	power	torque
1000	7.58	39.88
1100	8.82	42.15
1200	9.94	43.57
1300	11.17	45.21
1400	12.41	46.61
1500	13.77	48.27
1600	15.54	51.07
1700	17.32	53.58
1800	19.10	55.81
1900	20.89	57.81
2000	22.98	60.44
2100	26.71	66.89
2200	30.44	72.76
2300	34.06	77.88
2400	37.76	82.74
2500	41.29	86.86
2600	44.32	89.65
2700	47.32	92.19
2800	50.35	94.58
2900	53.30	96.66
3000	56.17	98.47
3100	58.31	98.92
3200	60.34	99.17
3300	62.36	99.39
3400	64.39	99.61
3500	66.45	99.86
3600	68.45	100.00
3700	70.26	99.87
3800	72.07	99.74
3900	73.87	99.62
4000	75.70	99.53
4100	77.49	99.40
4200	79.16	99.12
4300	80.89	98.94
4400	82.61	98.75
4500	84.29	98.51
4600	85.74	98.03
4700	87.05	97.41
4800	88.76	97.25
4900	90.20	96.82
5000	91.57	96.32
5100	92.46	95.35
5200	93.19	94.25
5300	94.05	93.33
5400	94.73	92.26
5500	95.53	91.35
5600	96.26	90.41
5700	96.92	89.43
5800	97.58	88.48
5900	98.24	87.57
6000	98.84	86.64
6100	99.12	85.46
6200	99.34	84.27
6300	99.56	83.12
6400	99.78	82.00
6500	100.00	80.91
6600	99.58	79.35
6700	99.23	77.89
6800	98.79	76.41
6900	98.41	75.01
7000	97.94	73.59
7100	96.27	71.31
7200	94.36	68.93
7300	92.55	66.68
7400	90.74	64.49
7500	88.81	62.28
7600	86.24	59.68
7700	83.45	57.00
7800	80.76	54.45
7900	77.99	51.92
8000	75.27	49.49
